DISTRICT,YEAR,DA0GH02N,DA0GH02P,DA0GM02N,DA0GM02P,DA0GR02N,DA0GR02P,DA0LV02R,DAPID03N,DAPID03R,DAUND02C,DB0GR02N,DB0GR02P,DH0GR02N,DH0GR02P,DI0GR02N,DI0GR02P,DP0GR02N,DP0GR02P,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETSPEC,DPETSPEP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR02N,DS0GR02P,DW0GR02N,DW0GR02P
'014906,2003,939,69.1,419,30.9,1358,100,0,23,0.1,6,551,40.6,269,19.8,4,0.3,92,6.8,5.8,3.4,2.9,1.6,1,2.9,3.5,2.5,1.7,13.1,5,2.8,0.8,5.4,3.3,3.4,3.6,12.3,31192,1122,3.6,12757,40.9,849,2.8,15254,48.9,2634,8.4,2593,8.3,2587,8.3,2466,7.9,2435,7.8,2375,7.6,2450,7.9,2174,7,2184,7,1935,6.2,1660,5.3,1482,4.8,66,0.2,2305,7.4,2562,8.2,1589,5.1,5676,18.2,224,0.7,1624,5.2,1349,4.3,4086,13.1,3820,12.2,11186,35.9,141,10.4,442,32.5
'014907,2003,60,100,0,0,60,100,0,0,0,0,1,1.7,5,8.3,0,0,0,0,4.3,0,0,0,0,0,0,0,4.8,0,0,0,0,0,6.7,0,8.3,62.5,863,28,3.2,25,2.9,3,0.4,342,39.6,51,5.9,57,6.6,56,6.5,64,7.4,46,5.3,71,8.2,64,7.4,65,7.5,66,7.6,91,10.5,81,9.4,71,8.2,0,0,106,12.3,58,6.7,22,2.5,152,17.6,2,0.2,29,3.4,0,0,121,14,265,30.7,684,79.3,7,11.7,54,90
'014908,2003,43,67.2,21,32.8,64,100,0,2,0.2,0,0,0,8,12.5,1,1.6,1,1.6,1.7,0,0,1.6,1.5,0,0,0,3.8,0,10,0,0,0,0,0,0,40,1053,36,3.4,7,0.7,13,1.3,249,23.6,69,6.6,71,6.7,68,6.5,96,9.1,75,7.1,90,8.5,85,8.1,103,9.8,87,8.3,84,8,78,7.4,73,6.9,0,0,90,8.5,62,5.9,12,1.1,157,14.9,0,0,38,3.6,12,1.1,110,10.4,334,31.7,877,83.3,4,6.3,54,84.4
'014909,2003,255,57.8,186,42.2,441,100,0,4,0,0,121,27.4,86,19.5,0,0,8,1.8,3.3,1.3,1.2,0.2,0,2.2,1.7,1.6,4.5,12.1,3.2,1.7,0,2.9,0,1.8,3.4,12.2,8355,440,5.3,2423,29,252,3.1,4500,53.9,694,8.3,646,7.7,645,7.7,617,7.4,635,7.6,639,7.6,633,7.6,607,7.3,797,9.5,574,6.9,468,5.6,409,4.9,20,0.2,481,5.8,668,8,303,3.6,2199,26.3,28,0.3,547,6.5,131,1.6,1390,16.6,1436,17.2,3574,42.8,53,12,226,51.2
'014910,2003,55,72.4,21,27.6,76,100,0,0,0,0,1,1.3,16,21.1,0,0,0,0,22.5,4.5,0,1.3,0,0,0,1.4,19.1,23.5,0,0,0,0,0,0,8.3,35.3,1277,5,0.4,22,1.7,11,0.9,465,36.4,93,7.3,82,6.4,91,7.1,83,6.5,107,8.4,103,8.1,95,7.4,114,8.9,108,8.5,103,8.1,80,6.3,86,6.7,11,0.9,118,9.2,100,7.8,21,1.6,267,20.9,11,0.9,6,0.5,4,0.3,242,19,317,24.8,973,76.2,16,21.1,59,77.6
'015801,2003,25,46.3,29,53.7,54,100,0.3,2,0.3,1,0,0,47,87,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,321,0,0,4,1.2,0,0,238,74.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,30.8,94,29.3,81,25.2,47,14.6,0,0,0,0,0,0,0,0,270,84.1,0,0,0,0,3,0.9,46,14.3,267,83.2,44,13.7,2,3.7,7,13
'015802,2003,44,95.7,2,4.3,46,100,0,6,1.2,0,20,43.5,20,43.5,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,173,0,0,93,53.8,0,0,122,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,30.6,32,18.5,48,27.7,40,23.1,0,0,0,0,0,0,0,0,68,39.3,0,0,0,0,0,0,41,23.7,138,79.8,12,6.9,1,2.2,6,13
'015803,2003,0,.,0,.,0,.,2.9,1,0.3,2,0,.,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,0,0,250,38,15.2,33,13.2,0,0,240,96,17,6.8,23,9.2,12,4.8,19,7.6,11,4.4,16,6.4,17,6.8,13,5.2,12,4.8,10,4,0,0,0,0,0,0,0,0,35,14,65,26,202,80.8,0,0,38,15.2,0,0,30,12,0,0,15,6,0,.,0,.
'015805,2003,0,.,0,.,0,.,0,9,1.1,0,0,.,0,.,0,.,0,.,1,1.4,8.6,5.1,1.4,0,3.3,10.5,1.5,0,11.1,0,6.7,12.5,0,17.6,0,0,700,84,12,26,3.7,0,0,442,63.1,65,9.3,95,13.6,89,12.7,79,11.3,66,9.4,80,11.4,87,12.4,74,10.6,0,0,0,0,0,0,0,0,0,0,0,0,65,9.3,0,0,635,90.7,2,0.3,92,13.1,0,0,106,15.1,0,0,37,5.3,0,.,0,.
'015806,2003,0,.,0,.,0,.,4.4,26,2.3,23,0,.,0,.,0,.,0,.,3.7,1.4,1.5,0,0,2.7,0,1.3,1.4,0,0,0,0,0,0,0,0,100,691,38,5.5,69,10,0,0,485,70.2,64,9.3,75,10.9,55,8,54,7.8,49,7.1,63,9.1,62,9,44,6.4,29,4.2,16,2.3,17,2.5,14,2,0,0,0,0,71,10.3,78,11.3,548,79.3,0,0,42,6.1,5,0.7,43,6.2,7,1,69,10,0,.,0,.
'015807,2003,0,0,47,100,47,100,0.1,10,0.7,1,29,61.7,11,23.4,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,684,0,0,137,20,5,0.6,343,50.1,0,0,0,0,0,0,0,0,0,0,36,5.3,25,3.7,44,6.4,169,24.7,151,22.1,159,23.2,100,14.6,0,0,0,0,0,0,0,0,386,56.4,2,0.3,0,0,8,1.2,92,13.5,164,24,151,22.1,3,6.4,7,14.9
'015808,2003,1,33.3,2,66.7,3,100,2.4,5,0.9,6,1,33.3,0,0,0,0,0,0,.,.,.,.,.,0,0,0,.,.,.,.,.,.,25,0,4,.,310,0,0,36,11.6,0,0,236,76.1,0,0,0,0,0,0,0,0,0,0,11,3.5,31,10,44,14.2,114,36.8,55,17.7,31,10,24,7.7,0,0,0,0,0,0,0,0,207,66.8,0,0,0,0,7,2.3,138,44.5,0,0,60,19.4,1,33.3,2,66.7
'015809,2003,0,.,0,.,0,.,3.5,1,0.3,2,0,.,0,.,0,.,0,.,9.1,5.6,9.1,7.7,0,0,4.5,7.7,8,0,0,.,0,0,0,0,50,0,285,10,3.5,34,11.9,0,0,206,72.3,26,9.1,21,7.4,19,6.7,10,3.5,16,5.6,22,7.7,10,3.5,12,4.2,0,0,0,0,0,0,0,0,0,0,0,0,32,11.2,117,41.1,244,85.6,0,0,32,11.2,0,0,19,6.7,0,0,7,2.5,0,.,0,.
'015810,2003,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,0,.,.,.,.,.,.,20,0,14.3,.,.,.,.,.,.,.,0,0,.,35,0,0,12,34.3,0,0,35,100,0,0,0,0,0,0,0,0,0,0,7,20,4,11.4,5,14.3,14,40,5,14.3,0,0,0,0,0,0,0,0,0,0,0,0,23,65.7,0,0,0,0,0,0,11,31.4,14,40,0,0,0,.,0,.
'015811,2003,0,.,0,.,0,.,.,0,0,0,0,.,0,.,0,.,0,.,0,0,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,0,89,37,41.6,2,2.2,0,0,71,79.8,19,21.3,10,11.2,13,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,31,34.8,83,93.3,0,0,47,52.8,2,2.2,2,2.2,0,0,2,2.2,0,.,0,.
'015812,2003,3,100,0,0,3,100,0.6,4,1.5,1,0,0,3,100,0,0,0,0,.,.,.,.,.,.,.,26.7,.,.,.,.,.,.,.,.,.,.,97,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7.2,49,50.5,24,24.7,11,11.3,6,6.2,0,0,0,0,0,0,0,0,90,92.8,0,0,2,2.1,0,0,11,11.3,30,30.9,6,6.2,0,0,0,0
'015813,2003,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,0,.,.,.,.,.,.,0,0,25,.,.,.,.,.,.,0,25,0,.,33,3,9.1,22,66.7,0,0,27,81.8,0,0,0,0,0,0,0,0,0,0,11,33.3,10,30.3,12,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24.2,0,0,3,9.1,0,0,6,18.2,0,0,3,9.1,0,.,0,.
'015814,2003,3,7.5,37,92.5,40,100,18.8,0,0,104,2,5,32,80,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,202,0,0,5,2.5,0,0,163,80.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,15.8,59,29.2,79,39.1,32,15.8,0,0,0,0,0,0,0,0,186,92.1,0,0,0,0,0,0,18,8.9,107,53,11,5.4,0,0,6,15
'015815,2003,4,100,0,0,4,100,0,0,0,0,1,25,0,0,0,0,0,0,0,5.3,0,0,33.3,11.1,7.7,0,0,0,0,0,.,0,0,0,0,0,338,2,0.6,76,22.5,0,0,223,66,30,8.9,28,8.3,33,9.8,26,7.7,18,5.3,30,8.9,19,5.6,22,6.5,26,7.7,18,5.3,11,3.3,3,0.9,0,0,20,5.9,38,11.2,36,10.7,189,55.9,0,0,2,0.6,2,0.6,39,11.5,7,2.1,71,21,0,0,3,75
'015816,2003,0,.,0,.,0,.,0,1,0.5,0,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,91,0,0,9,9.9,0,0,71,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30.8,41,45.1,18,19.8,4,4.4,0,0,11,12.1,0,0,0,0,75,82.4,0,0,0,0,0,0,14,15.4,91,100,7,7.7,0,.,0,.
'015817,2003,0,0,4,100,4,100,0,0,0,0,1,25,3,75,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,198,0,0,4,2,0,0,146,73.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,39.4,49,24.7,42,21.2,29,14.6,0,0,0,0,0,0,0,0,180,90.9,0,0,0,0,0,0,18,9.1,143,72.2,14,7.1,0,0,0,0
'015818,2003,3,21.4,11,78.6,14,100,0,2,0.3,0,6,42.9,6,42.9,0,0,0,0,.,.,0,0,25,17.6,11.5,19.4,.,.,.,.,0,0,0,0,0,.,195,55,28.2,69,35.4,0,0,86,44.1,0,0,0,0,0,0,0,0,1,0.5,21,10.8,16,8.2,29,14.9,46,23.6,36,18.5,26,13.3,20,10.3,0,0,0,0,0,0,0,0,103,52.8,0,0,55,28.2,0,0,28,14.4,0,0,23,11.8,3,21.4,2,14.3
'015819,2003,0,.,0,.,0,.,0,1,0.2,0,0,.,0,.,0,.,0,.,4,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,.,0,363,1,0.3,219,60.3,0,0,267,73.6,58,16,47,12.9,35,9.6,39,10.7,35,9.6,14,3.9,11,3,7,1.9,0,0,0,0,0,0,0,0,0,0,7,1.9,65,17.9,52,14.3,90,24.8,1,0.3,1,0.3,2,0.6,35,9.6,0,0,51,14,0,.,0,.
'015820,2003,3,50,3,50,6,100,11.9,3,1.4,10,0,0,2,33.3,0,0,1,16.7,66.7,0,0,0,10,14.3,13.3,0,20,0,.,.,.,0,0,0,0,.,127,0,0,11,8.7,0,0,76,59.8,5,3.9,11,8.7,10,7.9,12,9.4,13,10.2,16,12.6,12,9.4,12,9.4,11,8.7,7,5.5,5,3.9,2,1.6,0,0,0,0,11,8.7,0,0,75,59.1,0,0,0,0,1,0.8,13,10.2,0,0,40,31.5,0,0,3,50
'015822,2003,3,100,0,0,3,100,0,1,0.3,0,0,0,3,100,0,0,0,0,0,0,0,0,7.7,5,19,0,0,0,.,0,.,.,0,.,0,0,313,4,1.3,27,8.6,0,0,219,70,29,9.3,15,4.8,18,5.8,25,8,18,5.8,35,11.2,37,11.8,35,11.2,33,10.5,20,6.4,13,4.2,5,1.6,0,0,0,0,19,6.1,11,3.5,234,74.8,0,0,4,1.3,0,0,26,8.3,0,0,52,16.6,0,0,0,0
'015823,2003,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,194,2,1,5,2.6,0,0,192,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,46.4,66,34,27,13.9,11,5.7,0,0,0,0,0,0,0,0,181,93.3,0,0,0,0,0,0,17,8.8,10,5.2,8,4.1,0,.,0,.
'015901,2003,183,52.7,164,47.3,347,100,0,24,0.5,0,5,1.4,97,28,0,0,2,0.6,2.9,1.1,0.4,0,0,0.7,0.3,0,2.7,2.9,3.4,0,0,0,3,0,0,6.7,4409,190,4.3,91,2.1,59,1.4,844,19.1,318,7.2,330,7.5,331,7.5,342,7.8,329,7.5,373,8.5,332,7.5,345,7.8,358,8.1,356,8.1,340,7.7,325,7.4,8,0.2,766,17.4,273,6.2,49,1.1,1254,28.4,4,0.1,211,4.8,58,1.3,462,10.5,240,5.4,3002,68.1,31,8.9,243,70
'015904,2003,522,65.3,278,34.8,800,100,0.2,161,1,13,1,0.1,737,92.1,0,0,0,0,8.4,5.3,2.9,1.3,0.6,0.2,0.8,0.5,6.2,12.3,5.1,3.5,0.8,10.7,0,2.3,2.9,8.7,14365,1833,12.8,84,0.6,447,3.1,12777,88.9,1202,8.4,1113,7.7,1027,7.1,1081,7.5,1121,7.8,1043,7.3,1089,7.6,1051,7.3,1343,9.3,943,6.6,895,6.2,769,5.4,27,0.2,840,5.8,1136,7.9,525,3.7,13584,94.6,9,0.1,1854,12.9,18,0.1,2219,15.4,2469,17.2,670,4.7,136,17,62,7.8
'015905,2003,431,69.3,191,30.7,622,100,0.1,46,0.3,9,13,2.1,595,95.7,2,0.3,2,0.3,15.3,9.8,7.8,3.8,0.8,1.8,3,0.8,3.7,14,6.1,3.3,1.5,1.4,3.5,4.3,1.1,11.1,13153,2537,19.3,210,1.6,265,2,12630,96,1092,8.3,995,7.6,995,7.6,1022,7.8,980,7.5,958,7.3,870,6.6,856,6.5,1208,9.2,836,6.4,762,5.8,594,4.5,0,0,956,7.3,967,7.4,1018,7.7,12775,97.1,4,0,2927,22.3,19,0.1,1917,14.6,2366,18,145,1.1,77,12.4,10,1.6
'015906,2003,52,77.6,15,22.4,67,100,0,1,0.1,0,16,23.9,9,13.4,1,1.5,2,3,6.2,1.7,0,0,0,0,0,0,3.8,12.5,0,0,0,0,0,0,0,21.4,1049,4,0.4,235,22.4,6,0.6,231,22,90,8.6,79,7.5,74,7.1,74,7.1,73,7,81,7.7,83,7.9,75,7.1,87,8.3,72,6.9,74,7.1,70,6.7,7,0.7,99,9.4,90,8.6,20,1.9,135,12.9,9,0.9,6,0.6,45,4.3,134,12.8,68,6.5,625,59.6,9,13.4,39,58.2
'015907,2003,1741,63.8,986,36.2,2727,100,0.1,166,0.2,29,258,9.5,2331,85.5,0,0,14,0.5,7.5,4.2,3.1,1.2,0.5,1.6,2.1,1.5,2.6,13.2,3.5,1.9,1.7,1.9,2.5,2.3,5,6.7,57076,8346,14.6,5340,9.4,1019,1.8,51586,90.4,4699,8.2,4425,7.8,4507,7.9,4369,7.7,4248,7.4,4001,7,4030,7.1,3908,6.8,4617,8.1,3697,6.5,3254,5.7,2850,5,97,0.2,3190,5.6,4465,7.8,3909,6.8,49378,86.5,51,0.1,10863,19,136,0.2,7306,12.8,7999,14,2171,3.8,289,10.6,124,4.5
'015908,2003,225,47.5,249,52.5,474,100,0.1,16,0.1,3,5,1.1,452,95.4,0,0,1,0.2,8.8,5.9,4.3,1.5,0.2,0.7,1.7,0.5,2.2,17.2,4.3,2.5,1.9,1.8,0.8,0,2.5,6.8,10018,1407,14,171,1.7,232,2.4,9087,90.7,831,8.3,812,8.1,781,7.8,744,7.4,749,7.5,785,7.8,726,7.2,705,7,774,7.7,650,6.5,510,5.1,550,5.5,42,0.4,723,7.2,822,8.2,537,5.4,9496,94.8,17,0.2,1726,17.2,33,0.3,1112,11.1,1532,15.3,301,3,48,10.1,16,3.4
'015909,2003,77,60.6,50,39.4,127,100,0.7,25,0.7,10,0,0,92,72.4,1,0.8,1,0.8,19.3,7.3,4.3,4.6,1.1,1.1,4.8,6.3,0,21.7,0,3,0,2.5,0,10.6,2.3,0,3154,196,6.2,42,1.3,67,2.2,2547,80.8,284,9,230,7.3,255,8.1,231,7.3,243,7.7,220,7,249,7.9,234,7.4,272,8.6,201,6.4,182,5.8,153,4.9,10,0.3,263,8.3,213,6.8,177,5.6,2515,79.7,2,0.1,227,7.2,4,0.1,431,13.7,545,17.3,591,18.7,26,20.5,33,26
'015910,2003,1778,55.4,1430,44.6,3208,100,0,14,0,6,266,8.3,1129,35.2,6,0.2,102,3.2,5,3.5,2.5,1.2,0.7,1.9,2.4,1.2,4.4,9.5,4.2,2.9,1.5,2.8,1.3,2.5,2.8,15.3,54785,2012,3.7,5213,9.5,2118,4,19488,35.6,4265,7.8,4206,7.7,4200,7.7,4029,7.4,4244,7.7,4350,7.9,4318,7.9,4105,7.5,4660,8.5,4054,7.4,3854,7,3438,6.3,200,0.4,3772,6.9,4132,7.5,730,1.3,22361,40.8,130,0.2,2411,4.4,1501,2.7,8562,15.6,12138,22.2,25580,46.7,486,15.1,1705,53.1
'015911,2003,269,54.7,223,45.3,492,100,0,23,0.2,1,58,11.8,202,41.1,1,0.2,3,0.6,5.2,3.5,2,0.6,0.9,1.3,2.6,1,2.6,6,4.5,1.4,0,0,1.9,4.1,2.9,15.8,7932,309,3.9,911,11.5,226,2.9,4052,51.1,517,6.5,603,7.6,548,6.9,587,7.4,609,7.7,591,7.5,651,8.2,619,7.8,759,9.6,647,8.2,543,6.8,470,5.9,38,0.5,596,7.5,540,6.8,210,2.6,3913,49.3,16,0.2,316,4,32,0.4,1009,12.7,2365,29.8,3060,38.6,82,16.7,228,46.3
'015912,2003,287,60.3,189,39.7,476,100,0,11,0.1,2,25,5.3,376,79,0,0,3,0.6,4.9,3.6,3.1,1.6,0,0.8,3,2.1,2,13.8,1,4.1,1.6,2.1,0.9,4.5,6,11.4,9613,978,10.2,378,3.9,299,3.1,7533,78.4,748,7.8,735,7.6,795,8.3,771,8,781,8.1,739,7.7,743,7.7,774,8.1,858,8.9,710,7.4,576,6,499,5.2,14,0.1,563,5.9,697,7.3,173,1.8,8190,85.2,15,0.2,1063,11.1,32,0.3,1247,13,1687,17.5,998,10.4,68,14.3,72,15.1
'015913,2003,24,75,8,25,32,100,0.3,2,0.2,1,8,25,7,21.9,0,0,1,3.1,2.8,1.2,0,1.4,0,0,0,2.3,0,10,0,0,5.3,0,0,0,0,23.1,1070,14,1.3,204,19.1,1,0.1,413,38.6,101,9.4,90,8.4,98,9.2,75,7,89,8.3,84,7.9,84,7.9,74,6.9,64,6,42,3.9,45,4.2,37,3.5,2,0.2,73,6.8,108,10.1,77,7.2,208,19.4,12,1.1,14,1.3,55,5.1,169,15.8,81,7.6,591,55.2,2,6.3,16,50
'015914,2003,30,53.6,26,46.4,56,100,0,1,0.1,0,23,41.1,10,17.9,0,0,4,7.1,3.2,2.2,3.7,0,0,2.5,0,6.1,4.3,7.7,7.7,0,0,0,0,10,0,0,1160,34,2.9,424,36.6,10,0.8,409,35.3,105,9.1,96,8.3,124,10.7,89,7.7,91,7.8,82,7.1,92,7.9,73,6.3,75,6.5,68,5.9,68,5.9,68,5.9,7,0.6,86,7.4,98,8.4,24,2.1,215,18.5,7,0.6,34,2.9,43,3.7,187,16.1,65,5.6,471,40.6,11,19.6,19,33.9
'015915,2003,1764,44.9,2164,55.1,3928,100,0.6,820,1,186,296,7.5,1927,49.1,12,0.3,110,2.8,7.3,3.6,3.9,1.1,0.4,1.6,2.1,1,3.5,13.1,6.7,3.3,1.4,0.7,1.5,1.9,1.6,12,68961,3378,4.9,4807,7,1675,2.6,31038,45,5422,7.9,5320,7.7,5306,7.7,5227,7.6,5197,7.5,5178,7.5,5247,7.6,5004,7.3,5803,8.4,5161,7.5,4672,6.8,4365,6.3,287,0.4,5387,7.8,5297,7.7,1475,2.1,39681,57.5,160,0.2,4312,6.3,1655,2.4,10324,15,11755,17,22658,32.9,419,10.7,1583,40.3
'015916,2003,339,40.3,503,59.7,842,100,0.1,62,0.3,11,191,22.7,276,32.8,3,0.4,24,2.9,2.3,1.8,0.9,1.4,1,1.4,1.3,1.1,2.1,6.5,6.9,3.8,2.4,1.4,0.9,4.1,2.1,5.9,17580,527,3,4443,25.3,364,2.1,8739,49.7,1270,7.2,1388,7.9,1468,8.4,1364,7.8,1450,8.2,1479,8.4,1374,7.8,1374,7.8,1448,8.2,1144,6.5,1431,8.1,757,4.3,44,0.3,1126,6.4,1210,6.9,379,2.2,7120,40.5,54,0.3,665,3.8,489,2.8,1969,11.2,4598,26.2,5474,31.1,113,13.4,348,41.3
'015917,2003,155,58.7,109,41.3,264,100,0.2,50,0.9,4,2,0.8,218,82.6,1,0.4,7,2.7,7.5,4.2,5,2,1,11.6,11.6,9,4,13,9.8,1.5,1.7,0,2.6,3.2,7,0,4719,367,7.8,75,1.6,274,5.7,3762,79.7,387,8.2,368,7.8,348,7.4,353,7.5,407,8.6,354,7.5,414,8.8,370,7.8,374,7.9,315,6.7,270,5.7,271,5.7,7,0.1,327,6.9,337,7.1,144,3.1,3834,81.2,4,0.1,411,8.7,44,0.9,680,14.4,1309,27.7,762,16.1,35,13.3,36,13.6
'016901,2003,50,100,0,0,50,100,0.3,28,3.7,1,1,2,11,22,0,0,2,4,0,0,0,0,5.3,0,0,0,7.3,9.1,0,0,0,0,0,0,0,0,659,23,3.5,0,0,17,2.6,165,25,46,7,52,7.9,56,8.5,62,9.4,31,4.7,49,7.4,52,7.9,49,7.4,50,7.6,64,9.7,50,7.6,49,7.4,2,0.3,62,9.4,47,7.1,0,0,129,19.6,3,0.5,23,3.5,3,0.5,104,15.8,169,25.6,524,79.5,8,16,36,72
'016902,2003,14,24.1,44,75.9,58,100,0.2,6,0.6,1,3,5.2,14,24.1,1,1.7,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,897,49,5.5,17,1.9,43,4.9,406,45.3,52,5.8,73,8.1,58,6.5,70,7.8,66,7.4,77,8.6,68,7.6,74,8.2,78,8.7,63,7,65,7.2,61,6.8,10,1.1,146,16.3,56,6.2,26,2.9,254,28.3,5,0.6,49,5.5,0,0,142,15.8,185,20.6,621,69.2,12,20.7,40,69
'017901,2003,9,100,0,0,9,100,0,0,0,0,0,0,3,33.3,0,0,0,0,0,16.7,0,0,0,0,0,0,0,.,0,33.3,0,.,.,0,0,.,167,2,1.2,0,0,2,1.2,61,36.5,7,4.2,11,6.6,7,4.2,10,6,18,10.8,9,5.4,18,10.8,21,12.6,14,8.4,16,9.6,11,6.6,18,10.8,0,0,18,10.8,7,4.2,0,0,35,21,4,2.4,2,1.2,1,0.6,10,6,79,47.3,127,76,0,0,6,66.7
'018901,2003,43,66.2,22,33.8,65,100,0,4,0.3,0,2,3.1,14,21.5,0,0,0,0,5.6,1.4,2.8,1.4,0,3.9,7,0,3.1,9.1,0,0,0,0,0,0,0,12.5,1157,77,6.7,44,3.8,35,2.9,508,43.9,84,7.3,80,6.9,81,7,80,6.9,91,7.9,97,8.4,114,9.9,82,7.1,99,8.6,79,6.8,75,6.5,76,6.6,5,0.4,89,7.7,90,7.8,24,2.1,244,21.1,1,0.1,82,7.1,2,0.2,153,13.2,297,25.7,866,74.8,11,16.9,49,75.4
'018902,2003,34,100,0,0,34,100,0,1,0.2,0,3,8.8,2,5.9,0,0,0,0,6.3,5.3,3,2.6,0,0,0,0,3.8,0,0,0,0,0,0,0,16.7,0,530,33,6.2,35,6.6,7,1.3,266,50.2,35,6.6,35,6.6,42,7.9,37,7,42,7.9,46,8.7,45,8.5,37,7,44,8.3,44,8.3,35,6.6,40,7.5,0,0,68,12.8,26,4.9,22,4.2,147,27.7,3,0.6,33,6.2,2,0.4,71,13.4,143,27,343,64.7,6,17.6,29,85.3
'018903,2003,0,0,8,100,8,100,13.9,0,0,11,0,0,3,37.5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,.,0,0,.,159,16,10.1,5,3.1,6,3.7,140,88.1,13,8.2,13,8.2,10,6.3,14,8.8,13,8.2,18,11.3,13,8.2,10,6.3,6,3.8,12,7.5,10,6.3,11,6.9,1,0.6,4,2.5,8,5,7,4.4,73,45.9,0,0,13,8.2,0,0,29,18.2,31,19.5,81,50.9,0,0,5,62.5
'018904,2003,20,57.1,15,42.9,35,100,0,0,0,0,1,2.9,3,8.6,0,0,2,5.7,12.1,12.5,10.7,0,0,0,0,0,6.3,16.7,0,12.5,0,0,0,0,0,37.5,550,18,3.3,18,3.3,5,1,215,39.1,42,7.6,40,7.3,33,6,38,6.9,41,7.5,26,4.7,46,8.4,48,8.7,44,8,47,8.5,26,4.7,40,7.3,3,0.5,36,6.5,42,7.6,34,6.2,74,13.5,0,0,18,3.3,1,0.2,117,21.3,111,20.2,457,83.1,6,17.1,29,82.9
'018905,2003,4,33.3,8,66.7,12,100,0,0,0,0,0,0,4,33.3,0,0,0,0,16.7,9.1,0,0,0,0,0,14.3,13.3,0,0,0,0,25,0,0,0,50,202,24,11.9,2,1,3,1.3,116,57.4,15,7.4,9,4.5,17,8.4,17,8.4,13,6.4,17,8.4,20,9.9,17,8.4,19,9.4,18,8.9,11,5.4,7,3.5,2,1,6,3,20,9.9,0,0,66,32.7,0,0,26,12.9,0,0,39,19.3,35,17.3,134,66.3,2,16.7,8,66.7
'018906,2003,8,88.9,1,11.1,9,100,2.4,7,3.9,2,0,0,2,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,151,5,3.3,0,0,0,0,71,47,10,6.6,6,4,8,5.3,10,6.6,9,6,10,6.6,13,8.6,12,7.9,11,7.3,11,7.3,13,8.6,18,11.9,0,0,9,6,13,8.6,7,4.6,18,11.9,0,0,6,4,1,0.7,32,21.2,47,31.1,132,87.4,1,11.1,7,77.8
