DISTRICT,YEAR,DA0GA00N,DA0GR00N,DA0LV00R,DAPID01N,DAPID01R,DAUND00C,DB0GR00N,DH0GR00N,DI0GR00N,DP0GR00N,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETSPEC,DPETSPEP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR00N,DW0GR00N
'117907,2001,.,.,0,0,0,0,.,.,.,.,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,.,.,.,138,0,0,1,0.7,55,39.9,18,13,17,12.3,19,13.8,16,11.6,5,3.6,14,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.6,19,13.8,30,21.7,16,11.6,30,21.7,0,0,5,3.6,14,10.1,0,0,86,62.3,.,.
'118902,2001,0,26,0,0,0,0,1,5,0,0,0,0,0,8.7,0,0,0,0,4.8,0,0,0,0,0,25,0,0,66.7,359,7,1.9,2,0.6,149,41.5,22,6.1,17,4.7,15,4.2,29,8.1,23,6.4,24,6.7,29,8.1,27,7.5,29,8.1,40,11.1,29,8.1,35,9.7,0,0,53,14.8,25,7,15,4.2,113,31.5,2,0.6,7,1.9,0,0,43,12,121,33.7,242,67.4,1,20
'119901,2001,0,20,0,1,0.3,0,0,1,0,0,0,0,0,7.1,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,245,0,0,3,1.2,112,45.7,15,6.1,18,7.3,15,6.1,16,6.5,16,6.5,20,8.2,31,12.7,15,6.1,15,6.1,16,6.5,20,8.2,21,8.6,5,2,14,5.7,8,3.3,14,5.7,13,5.3,2,0.8,0,0,0,0,37,15.1,79,32.2,227,92.7,0,19
'119902,2001,0,73,0.5,14,1.2,3,3,4,2,0,7.5,1.6,0,1.5,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,1020,28,2.7,12,1.2,392,38.4,82,8,68,6.7,72,7.1,70,6.9,76,7.5,75,7.4,90,8.8,80,7.8,104,10.2,74,7.3,78,7.6,63,6.2,1,0.1,159,15.6,63,6.2,24,2.4,120,11.8,1,0.1,28,2.7,4,0.4,149,14.6,260,25.5,883,86.6,20,64
'119903,2001,0,20,0.5,2,0.4,1,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,375,1,0.3,0,0,95,25.3,20,5.3,26,6.9,30,8,33,8.8,32,8.5,36,9.6,38,10.1,31,8.3,31,8.3,21,5.6,28,7.5,23,6.1,2,0.5,36,9.6,24,6.4,0,0,21,5.6,2,0.5,1,0.3,2,0.5,34,9.1,119,31.7,350,93.3,3,20
'120901,2001,0,97,0,6,0.3,0,16,28,0,1,5.3,1,0.9,0.8,0,0,0,1,0,4,0,0,0,0,0,0,6.7,0,1649,68,4.1,218,13.2,674,40.9,112,6.8,135,8.2,120,7.3,135,8.2,133,8.1,115,7,106,6.4,141,8.6,128,7.8,139,8.4,127,7.7,111,6.7,16,1,94,5.7,101,6.1,30,1.8,539,32.7,3,0.2,73,4.4,10,0.6,219,13.3,438,26.6,879,53.3,19,52
'120902,2001,0,47,2.3,22,2.8,8,0,14,0,0,2.8,7,4,0,0,0,0,2.2,2.5,14.3,0,0,0,0,0,0,0,20,678,27,4,23,3.4,357,52.7,43,6.3,43,6.3,42,6.2,57,8.4,46,6.8,64,9.4,50,7.4,51,7.5,52,7.7,51,7.5,51,7.5,55,8.1,0,0,45,6.6,44,6.5,29,4.3,270,39.8,0,0,27,4,2,0.3,70,10.3,232,34.2,383,56.5,6,33
'120905,2001,0,77,0,0,0,0,0,13,0,0,3.3,0,1.8,0,0,0,1.6,0,2,0,0,6.3,0,0,0,20,0,0,973,13,1.3,13,1.3,251,25.8,65,6.7,72,7.4,64,6.6,73,7.5,56,5.8,74,7.6,75,7.7,71,7.3,83,8.5,92,9.5,92,9.5,90,9.2,4,0.4,81,8.3,62,6.4,0,0,171,17.6,1,0.1,14,1.4,0,0,122,12.5,296,30.4,788,81,7,64
'121902,2001,0,20,1.6,2,0.5,3,7,0,0,1,4.2,0,0,5,5.6,7.7,10.5,5.6,0,0,0,0,0,0,0,25,28.6,0,322,1,0.3,48,14.9,157,48.8,28,8.7,31,9.6,25,7.8,28,8.7,21,6.5,27,8.4,21,6.5,20,6.2,23,7.1,26,8.1,17,5.3,18,5.6,0,0,17,5.3,16,5,21,6.5,8,2.5,3,0.9,0,0,2,0.6,56,17.4,75,23.3,261,81.1,3,12
'121903,2001,0,106,0.4,39,2.1,3,12,2,0,0,2.4,3,1.1,0,0,0,7.8,0.9,1.1,8,0,5.6,0,0,0,0,0,4.8,1606,0,0,80,5,515,32.1,122,7.6,114,7.1,107,6.7,105,6.5,122,7.6,118,7.3,133,8.3,118,7.3,147,9.2,122,7.6,110,6.8,127,7.9,3,0.2,101,6.3,118,7.3,40,2.5,28,1.7,15,0.9,0,0,3,0.2,278,17.3,403,25.1,1480,92.2,22,92
'121904,2001,0,201,6.7,174,4.8,105,64,8,0,0,4.4,2.1,2,1.7,1,0,2.6,2.3,6,22.9,2.6,0,2.6,0,0,5.7,2.9,26.1,3170,110,3.5,1356,42.8,1770,55.8,219,6.9,245,7.7,245,7.7,240,7.6,222,7,256,8.1,255,8,225,7.1,229,7.2,248,7.8,202,6.4,192,6.1,3,0.1,130,4.1,231,7.3,158,5,208,6.6,8,0.3,124,3.9,23,0.7,418,13.2,714,22.5,1575,49.7,23,129
'121905,2001,0,109,2.5,61,3.3,21,16,2,0,0,10.8,8.9,0,1.1,0,1.9,3.6,1,5.4,33.3,22.7,18.5,0,6.7,0,3.6,0,17.6,1613,10,0.6,264,16.4,650,40.3,122,7.6,109,6.8,109,6.8,118,7.3,105,6.5,125,7.7,144,8.9,124,7.7,129,8,121,7.5,110,6.8,133,8.2,4,0.2,64,4,107,6.6,53,3.3,34,2.1,3,0.2,18,1.1,2,0.1,265,16.4,451,28,1310,81.2,13,91
'121906,2001,0,42,0,12,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,0,0,0,7.7,20,476,0,0,0,0,141,29.6,32,6.7,30,6.3,37,7.8,38,8,27,5.7,32,6.7,32,6.7,36,7.6,38,8,41,8.6,33,6.9,25,5.3,0,0,74,15.5,34,7.1,41,8.6,1,0.2,0,0,0,0,0,0,82,17.2,113,23.7,475,99.8,11,42
'122901,2001,4,29,0.4,0,0,1,0,12,0,0,0,5,0,0,0,0,0,0,0,14.3,0,0,0,0,0,25,45.5,0,334,17,5.1,13,3.9,97,29,15,4.5,21,6.3,24,7.2,18,5.4,17,5.1,17,5.1,25,7.5,28,8.4,74,22.2,31,9.3,24,7.2,17,5.1,3,0.9,27,8.1,20,6,0,0,121,36.2,2,0.6,22,6.6,0,0,117,35,91,27.2,198,59.3,6,17
'122902,2001,0,5,14.3,8,9.5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,0,.,73,0,0,0,0,60,82.2,6,8.2,3,4.1,2,2.7,6,8.2,5,6.8,8,11,4,5.5,4,5.5,6,8.2,10,13.7,6,8.2,5,6.8,0,0,5,6.8,6,8.2,2,2.7,50,68.5,0,0,0,0,0,0,5,6.8,16,21.9,23,31.5,1,2
'123801,2001,.,.,0,28,15.1,0,.,.,.,.,0,5.3,0,0,0,0,.,.,0,.,.,.,.,.,.,.,.,0,183,1,0.5,171,93.4,183,100,30,16.4,25,13.7,25,13.7,12,6.6,14,7.7,25,13.7,16,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,19.7,0,0,4,2.2,1,0.5,1,0.5,2,1.1,9,4.9,0,0,5,2.7,.,.
'123802,2001,0,8,11.3,0,0,11,8,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,145,0,0,134,92.4,0,0,0,0,0,0,0,0,0,0,0,0,2,1.4,2,1.4,7,4.8,48,33.1,56,38.6,19,13.1,11,7.6,0,0,0,0,0,0,0,0,3,2.1,0,0,0,0,0,0,4,2.8,0,0,8,5.5,0,0
'123803,2001,.,.,0,1,0.9,0,.,.,.,.,0,0,0,0,0,0,.,.,0,.,.,100,0,0,.,.,.,0,117,0,0,116,99.1,90,76.9,17,14.5,21,17.9,17,14.5,12,10.3,20,17.1,12,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15.4,0,0,0,0,1,0.9,0,0,0,0,10,8.5,0,0,0,0,.,.
'123905,2001,0,347,0.1,10,0.2,2,2,11,1,9,7.6,0.6,1.2,0.3,0,1.4,0.9,0.9,1.1,12.5,1.8,1.4,1.4,4.1,2.9,1.5,0,2.4,5196,116,2.2,88,1.7,1059,20.4,366,7,368,7.1,375,7.2,403,7.8,385,7.4,422,8.1,352,6.8,400,7.7,469,9,402,7.7,379,7.3,408,7.9,51,1,514,9.9,333,6.4,83,1.6,249,4.8,2,0,120,2.3,234,4.5,829,16,1223,23.5,4623,89,47,324
'123907,2001,1,501,7.7,258,2.1,412,310,60,0,44,6.3,2,1.8,0.8,0.3,2.1,3.7,2.7,3.3,11.4,1.7,1.4,1.2,1.4,1.4,4.4,1.7,3.7,10945,794,7.3,6246,57.1,7870,71.9,952,8.7,877,8,823,7.5,790,7.2,818,7.5,804,7.3,785,7.2,839,7.7,854,7.8,787,7.2,634,5.8,509,4.7,57,0.5,312,2.9,811,7.4,605,5.5,2521,23,22,0.2,1616,14.8,888,8.1,868,7.9,1577,14.4,1268,11.6,31,87
'123908,2001,0,393,0.7,11,0.2,18,0,24,0,7,2,1,0.7,0,1.6,3.9,1.8,0.6,3.1,15.7,0,3.4,0,10.9,4.5,3.4,4.3,10.3,5024,84,1.7,49,1,785,15.6,319,6.3,360,7.2,361,7.2,371,7.4,347,6.9,403,8,432,8.6,397,7.9,431,8.6,407,8.1,397,7.9,355,7.1,35,0.7,261,5.2,332,6.6,77,1.5,356,7.1,24,0.5,87,1.7,116,2.3,449,8.9,1462,29.1,4479,89.2,20,362
'123910,2001,36,1115,0.2,84,0.4,18,679,60,3,38,6.2,3.3,3,0.8,0.6,2.3,2.1,1.5,2.6,10.9,3.6,2,2.4,2.4,2.4,2.6,1,17.1,20696,897,4.3,13364,64.6,12711,61.4,1672,8.1,1580,7.6,1530,7.4,1607,7.8,1552,7.5,1558,7.5,1525,7.4,1576,7.6,2050,9.9,1392,6.7,1253,6.1,1053,5.1,82,0.4,2283,11,1513,7.3,753,3.6,1835,8.9,34,0.2,995,4.8,520,2.5,2514,12.1,4637,22.4,4943,23.9,113,335
'123913,2001,0,16,21.6,12,6.5,22,0,1,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,154,0,0,5,3.2,0,0,12,7.8,7,4.5,15,9.7,8,5.2,11,7.1,12,7.8,10,6.5,15,9.7,16,10.4,14,9.1,9,5.8,7,4.5,6,3.9,18,11.7,4,2.6,8,5.2,4,2.6,2,1.3,0,0,5,3.2,34,22.1,29,18.8,138,89.6,5,15
'123914,2001,0,136,0,29,1.4,0,8,4,1,1,2.9,1,2.5,0.8,0.9,5.8,3.2,0,0,14.3,4.5,0,0,4.3,0,5.3,11.5,0,1888,27,1.4,118,6.3,381,20.2,124,6.6,127,6.7,136,7.2,138,7.3,164,8.7,153,8.1,147,7.8,150,7.9,172,9.1,155,8.2,153,8.1,126,6.7,9,0.5,83,4.4,105,5.6,29,1.5,120,6.4,2,0.1,27,1.4,10,0.5,240,12.7,511,27.1,1638,86.8,6,122
'124901,2001,0,69,0.2,5,0.4,1,0,66,0,0,8.4,5.3,0,3.2,0,1.3,0,0,1.5,16.7,0,0,0,0,0,0,0,6.7,1180,101,8.6,2,0.2,898,76.1,89,7.5,97,8.2,79,6.7,79,6.7,74,6.3,89,7.5,97,8.2,83,7,94,8,94,8,96,8.1,80,6.8,0,0,131,11.1,84,7.1,45,3.8,1127,95.5,9,0.8,101,8.6,0,0,184,15.6,268,22.7,42,3.6,7,3
'125901,2001,1,335,0.4,39,0.6,10,8,271,0,3,6.7,1.7,2.2,0,0,0,2.3,1.8,0.3,15.1,2,1.6,5,0,5.9,1.4,6.7,0,5667,244,4.3,24,0.4,3691,65.1,429,7.6,389,6.9,470,8.3,415,7.3,456,8,455,8,456,8,414,7.3,504,8.9,451,8,366,6.5,341,6,8,0.1,551,9.7,391,6.9,122,2.2,4992,88.1,1,0,321,5.7,38,0.7,634,11.2,1302,23,612,10.8,23,53
'125902,2001,0,46,0,7,1,0,0,38,0,3,0,0,2.8,0,0,2.9,0,0,3,0,0,0,0,0,0,8.3,0,0,599,66,11,1,0.2,414,69.1,33,5.5,48,8,40,6.7,46,7.7,57,9.5,43,7.2,37,6.2,62,10.4,46,7.7,43,7.2,33,5.5,39,6.5,0,0,125,20.9,41,6.8,31,5.2,556,92.8,0,0,69,11.5,0,0,81,13.5,131,21.9,42,7,4,5
'125903,2001,0,85,0.3,6,0.3,2,1,35,0,0,10.7,5.6,1,1.3,0,1.1,0,0,1.3,6.7,12.5,7.1,0,0,0,0,0,9.1,1494,34,2.3,4,0.3,920,61.6,102,6.8,110,7.4,101,6.8,118,7.9,106,7.1,116,7.8,113,7.6,114,7.6,132,8.8,102,6.8,120,8,114,7.6,7,0.5,155,10.4,101,6.8,38,2.5,845,56.6,4,0.3,38,2.5,3,0.2,198,13.3,373,25,638,42.7,9,49
'125905,2001,0,59,0.4,18,1.7,2,0,54,0,0,3.7,0,1.7,1.9,0,1.6,1.4,0,0,16.7,25,0,0,0,0,0,0,66.7,936,112,12,2,0.2,754,80.6,66,7.1,59,6.3,61,6.5,67,7.2,62,6.6,74,7.9,83,8.9,85,9.1,103,11,77,8.2,67,7.2,62,6.6,0,0,111,11.9,47,5,23,2.5,846,90.4,0,0,112,12,0,0,107,11.4,303,32.4,88,9.4,9,5
'125906,2001,.,.,0,4,3.5,0,.,.,.,.,7.1,8.3,7.1,7.7,0,0,.,.,7.7,.,0,0,0,0,0,.,.,0,114,9,7.9,0,0,56,49.1,15,13.2,16,14,15,13.2,14,12.3,18,15.8,12,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19.3,14,12.3,10,8.8,90,78.9,0,0,10,8.8,3,2.6,10,8.8,0,0,21,18.4,.,.
'126901,2001,42,177,1.2,145,3.8,19,12,13,0,0,3.6,5.1,1,0.5,1,0.9,9,2.5,1.3,16.7,2.7,3.2,0,0,0,2.1,0,4.5,3260,116,3.6,127,3.9,1329,40.8,220,6.7,263,8.1,251,7.7,253,7.8,258,7.9,262,8,296,9.1,263,8.1,297,9.1,260,8,210,6.4,138,4.2,1,0,192,5.9,212,6.5,76,2.3,501,15.4,10,0.3,132,4,5,0.2,404,12.4,375,11.5,2617,80.3,11,152
'126902,2001,0,361,0,20,0.3,1,6,22,0,4,1.7,1.1,0.5,0.2,0.2,0.5,2.4,1.6,1.6,7.4,6.3,1.7,0,1.2,0,1.7,0,6.1,6337,24,0.4,35,0.6,1079,17,420,6.6,453,7.1,530,8.4,451,7.1,494,7.8,581,9.2,467,7.4,549,8.7,559,8.8,467,7.4,409,6.5,415,6.5,25,0.4,409,6.5,440,6.9,77,1.2,352,5.6,17,0.3,30,0.5,28,0.4,612,9.7,1512,23.9,5905,93.2,26,329
'126903,2001,0,329,2.3,72,1,67,21,47,1,1,6.3,4.7,2.2,2.3,1.4,0.6,0.7,0.5,5.7,14.6,9.8,10.9,4.2,8.5,0,9.8,5.9,18.8,6204,549,8.8,335,5.4,2604,42,529,8.5,487,7.8,485,7.8,496,8,458,7.4,430,6.9,469,7.6,462,7.4,634,10.2,436,7,315,5.1,278,4.5,30,0.5,852,13.7,512,8.3,183,2.9,1519,24.5,14,0.2,549,8.8,50,0.8,761,12.3,971,15.7,4286,69.1,19,259
'126904,2001,0,64,0,37,3,0,1,4,1,1,0,3.4,0,0,0,1.7,0,0,3.6,0,0,0,0,0,0,0,0,9.1,1052,12,1.1,55,5.2,304,28.9,66,6.3,76,7.2,68,6.5,76,7.2,68,6.5,94,8.9,82,7.8,74,7,102,9.7,69,6.6,73,6.9,55,5.2,68,6.5,102,9.7,73,6.9,8,0.8,116,11,1,0.1,12,1.1,1,0.1,198,18.8,197,18.7,879,83.6,9,57
'126905,2001,0,238,0.9,5,0.1,19,2,23,0,1,8,3.9,2.5,2.8,1.1,1,6.4,2.4,2.1,13.9,4.9,0,4.1,0,0,2.4,16.2,10.3,4258,91,2.1,45,1.1,1519,35.7,305,7.2,317,7.4,301,7.1,333,7.8,354,8.3,338,7.9,353,8.3,349,8.2,350,8.2,337,7.9,287,6.7,227,5.3,19,0.4,366,8.6,280,6.6,108,2.5,363,8.5,10,0.2,109,2.6,16,0.4,493,11.6,1018,23.9,3824,89.8,16,212
'126906,2001,0,36,0.3,16,1.8,1,6,15,0,1,2.1,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,704,129,18.3,58,8.2,485,68.9,55,7.8,55,7.8,62,8.8,54,7.7,56,8,47,6.7,48,6.8,38,5.4,62,8.8,48,6.8,40,5.7,26,3.7,41,5.8,98,13.9,50,7.1,22,3.1,266,37.8,7,1,130,18.5,62,8.8,126,17.9,134,19,311,44.2,3,14
'126907,2001,0,50,2,6,0.6,9,0,2,0,0,1.9,0,3.2,0,1.9,4.3,0,3.3,2.7,0,0,0,0,0,0,0,0,9.1,885,10,1.1,2,0.2,226,25.5,50,5.6,62,7,60,6.8,71,8,70,7.9,62,7,75,8.5,89,10.1,75,8.5,65,7.3,47,5.3,61,6.9,37,4.2,104,11.8,60,6.8,1,0.1,48,5.4,3,0.3,11,1.2,1,0.1,160,18.1,130,14.7,831,93.9,8,48
'126908,2001,0,64,5.3,119,5.6,45,0,11,1,5,1.4,6.9,3.4,2.2,1.1,6,1,4,1.6,0,13.3,4.8,0,0,6.7,0,0,0,1807,219,12.1,49,2.7,1069,59.2,129,7.1,138,7.6,132,7.3,131,7.2,133,7.4,142,7.9,153,8.5,133,7.4,149,8.2,123,6.8,104,5.8,66,3.7,101,5.6,88,4.9,128,7.1,45,2.5,498,27.6,5,0.3,224,12.4,48,2.7,408,22.6,184,10.2,1207,66.8,18,47
'126911,2001,1,74,1,2,0.1,6,1,4,1,0,0,0,0,0,0,3.5,3,1.4,3.4,5.3,0,0,0,0,0,6.7,3.4,0,1326,39,2.9,15,1.1,450,33.9,89,6.7,101,7.6,86,6.5,105,7.9,98,7.4,97,7.3,102,7.7,113,8.5,124,9.4,89,6.7,85,6.4,76,5.7,68,5.1,90,6.8,90,6.8,3,0.2,135,10.2,6,0.5,45,3.4,2,0.2,373,28.1,239,18,1168,88.1,13,68
'127901,2001,0,48,0,2,0.2,0,1,20,0,0,5.9,2.2,1.9,0,0,0,0,0,0,14.3,0,0,0,0,7.1,0,0,0,837,71,8.5,12,1.4,467,55.8,64,7.6,61,7.3,60,7.2,67,8,57,6.8,53,6.3,56,6.7,66,7.9,60,7.2,61,7.3,67,8,60,7.2,25,3,101,12.1,48,5.7,32,3.8,318,38,1,0.1,73,8.7,1,0.1,176,21,199,23.8,505,60.3,7,27
'127903,2001,0,37,0,1,0.2,0,3,6,0,0,9.5,7.1,3.1,0,3.7,4,0,0,0,0,0,0,0,0,0,10,0,16.7,564,3,0.5,50,8.9,328,58.2,32,5.7,48,8.5,35,6.2,38,6.7,43,7.6,38,6.7,35,6.2,37,6.6,49,8.7,38,6.7,53,9.4,32,5.7,16,2.8,68,12.1,36,6.4,34,6,148,26.2,0,0,6,1.1,0,0,120,21.3,144,25.5,366,64.9,7,28
'127904,2001,0,48,0,3,0.3,0,0,2,0,0,2.9,1.7,0,0,0,0,0,0,4.2,0,8.3,0,0,0,12.5,0,0,28.6,777,3,0.4,5,0.6,354,45.6,53,6.8,45,5.8,69,8.9,54,6.9,59,7.6,72,9.3,43,5.5,54,6.9,51,6.6,73,9.4,56,7.2,59,7.6,16,2.1,81,10.4,58,7.5,15,1.9,44,5.7,0,0,4,0.5,4,0.5,124,16,256,32.9,724,93.2,9,46
'127905,2001,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,160,0,0,1,0.6,109,68.1,12,7.5,14,8.8,8,5,8,5,5,3.1,14,8.8,13,8.1,10,6.3,20,12.5,17,10.6,16,10,10,6.3,8,5,22,13.8,5,3.1,0,0,12,7.5,1,0.6,0,0,2,1.3,42,26.3,76,47.5,144,90,3,11
'127906,2001,1,52,0.5,1,0.1,2,8,16,0,0,2.3,0,1.8,0,0,0,3.8,2.4,4.8,10,0,0,0,0,0,15.4,0,22.2,830,27,3.3,111,13.4,541,65.2,47,5.7,53,6.4,59,7.1,62,7.5,53,6.4,62,7.5,57,6.9,64,7.7,72,8.7,71,8.6,65,7.8,43,5.2,28,3.4,55,6.6,66,8,28,3.4,309,37.2,1,0.1,27,3.3,1,0.1,151,18.2,205,24.7,408,49.2,9,28
'128901,2001,0,71,0,0,0,0,3,38,0,0,0,1.8,0,0,0,1.4,6.3,0,0,0,0,0,0,0,0,0,0,0,978,31,3.2,46,4.7,562,57.5,71,7.3,67,6.9,71,7.3,68,7,71,7.3,75,7.7,90,9.2,72,7.4,81,8.3,65,6.6,83,8.5,60,6.1,0,0,166,17,75,7.7,29,3,547,55.9,4,0.4,47,4.8,7,0.7,151,15.4,271,27.7,374,38.2,11,30
'128902,2001,0,79,0.4,0,0,2,0,55,0,0,7.1,8,3.2,0,2.9,0,0,0,3.8,50,8.3,7.1,0,0,0,7.7,0,0,913,7,0.8,25,2.7,611,66.9,61,6.7,57,6.2,57,6.2,71,7.8,55,6,78,8.5,81,8.9,62,6.8,103,11.3,82,9,71,7.8,61,6.7,0,0,59,6.5,57,6.2,17,1.9,663,72.6,3,0.3,35,3.8,2,0.2,139,15.2,308,33.7,220,24.1,11,24
'128903,2001,0,19,0.7,0,0,1,1,10,0,0,8,5.3,0,4.5,0,0,0,0,14.3,0,0,0,14.3,0,0,25,0,0,330,6,1.8,7,2.1,236,71.5,22,6.7,26,7.9,20,6.1,23,7,29,8.8,24,7.3,29,8.8,18,5.5,27,8.2,23,7,20,6.1,17,5.2,0,0,29,8.8,38,11.5,14,4.2,256,77.6,2,0.6,6,1.8,0,0,58,17.6,112,33.9,65,19.7,7,8
'128904,2001,0,28,1.3,0,0,2,0,1,1,0,0,0,0,0,4.2,0,0,0,4.2,0,0,0,0,0,0,0,0,0,338,4,1.2,0,0,80,23.7,27,8,32,9.5,16,4.7,23,6.8,33,9.8,30,8.9,29,8.6,26,7.7,19,5.6,19,5.6,24,7.1,35,10.4,0,0,28,8.3,25,7.4,0,0,42,12.4,0,0,4,1.2,0,0,35,10.4,113,33.4,296,87.6,7,26
'129901,2001,0,119,0,7,0.3,0,6,6,0,0,3.4,0.8,1.9,0.7,0,0,0,2.2,14.3,9.1,5.6,0,0,0,4.8,0,4.2,18.8,1919,53,2.8,100,5.2,375,19.5,140,7.3,135,7,155,8.1,139,7.2,157,8.2,136,7.1,152,7.9,146,7.6,206,10.7,131,6.8,129,6.7,105,5.5,0,0,159,8.3,147,7.7,41,2.1,149,7.8,6,0.3,56,2.9,6,0.3,229,11.9,412,21.5,1658,86.4,17,107
'129902,2001,0,147,0.9,25,0.8,11,11,6,1,1,0,0.6,0,0.5,0,0.6,1.2,1.1,1.1,0,0,0,0,0,0,0,4.5,8.3,2674,37,1.4,157,5.9,325,12.2,198,7.4,206,7.7,212,7.9,185,6.9,236,8.8,209,7.8,211,7.9,213,8,229,8.6,208,7.8,195,7.3,141,5.3,1,0,56,2.1,199,7.4,31,1.2,229,8.6,6,0.2,52,1.9,22,0.8,342,12.8,468,17.5,2260,84.5,14,128
'129903,2001,0,164,2.8,128,3.4,45,22,29,0,0,4.2,3.7,6.4,2.6,0,3.2,6.8,0.5,4.7,12.9,0,4.9,0,0,0,0,3.8,6.9,3063,213,7,259,8.5,1193,38.9,240,7.8,251,8.2,227,7.4,220,7.2,237,7.7,247,8.1,242,7.9,236,7.7,256,8.4,208,6.8,158,5.2,163,5.3,7,0.2,128,4.2,254,8.3,117,3.8,807,26.3,11,0.4,268,8.7,14,0.5,367,12,561,18.3,1972,64.4,12,113
'129904,2001,33,79,1.3,7,0.4,11,6,6,0,0,4.6,5.1,6.4,0.9,2.7,1,3.3,4.7,3.7,11.1,16.7,13,0,0,0,0,3.1,23.1,1657,17,1,70,4.2,653,39.4,135,8.1,114,6.9,128,7.7,107,6.5,144,8.7,138,8.3,139,8.4,152,9.2,186,11.2,118,7.1,89,5.4,69,4.2,0,0,101,6.1,89,5.4,49,3,72,4.3,15,0.9,17,1,3,0.2,280,16.9,379,22.9,1497,90.3,6,67
'129905,2001,0,165,0,88,2.4,0,1,7,1,1,4.5,3.6,1.2,0,0,2.8,3.6,1.1,1.3,4.8,6.1,2.1,0,0,0,1.7,0,8,3010,46,1.5,81,2.7,1362,45.2,218,7.2,238,7.9,209,6.9,209,6.9,251,8.3,257,8.5,236,7.8,244,8.1,262,8.7,223,7.4,186,6.2,164,5.4,6,0.2,259,8.6,201,6.7,106,3.5,167,5.5,21,0.7,50,1.7,21,0.7,549,18.2,766,25.4,2720,90.4,25,155
'129906,2001,0,197,2.2,27,0.6,45,67,20,1,4,5.3,0.9,0.8,0,0,0,3.1,0,3.4,2.4,2.1,3.5,5.3,1.4,1.4,2.4,4.4,6.1,4114,381,9.3,1393,33.9,2115,51.4,292,7.1,319,7.8,293,7.1,323,7.9,303,7.4,322,7.8,308,7.5,304,7.4,442,10.7,306,7.4,227,5.5,194,4.7,16,0.4,376,9.1,283,6.9,182,4.4,807,19.6,4,0.1,383,9.3,43,1,696,16.9,670,16.3,1867,45.4,19,105
'129910,2001,0,52,1.5,1,0.1,6,5,4,0,0,0,1.9,0,2.4,2.3,4.3,2.1,5.4,2.8,0,25,0,6.7,0,0,8.3,16.7,0,779,0,0,60,7.7,178,22.8,53,6.8,61,7.8,65,8.3,67,8.6,59,7.6,63,8.1,61,7.8,62,8,63,8.1,55,7.1,52,6.7,49,6.3,0,0,44,5.6,54,6.9,15,1.9,26,3.3,11,1.4,0,0,0,0,135,17.3,193,24.8,682,87.5,9,43
'130901,2001,0,329,0.2,24,0.4,4,1,31,0,0,4,1.3,0,1,0.3,0.3,0.3,0.3,4.4,7.9,0,2.2,0,0,0,3.7,0,8.3,4931,142,2.9,29,0.6,781,15.8,314,6.4,339,6.9,375,7.6,378,7.7,378,7.7,408,8.3,435,8.8,377,7.6,451,9.1,421,8.5,368,7.5,277,5.6,13,0.3,272,5.5,348,7.1,49,1,840,17,13,0.3,165,3.3,20,0.4,643,13,1209,24.5,4029,81.7,29,297
