CAMPUS,YEAR,C200A001212R,C200A001213R,C200AC01212R,C200AC01213R,C200AM01212R,C200AM01213R,C200AR01212R,C200AR01213R,C200AS01212R,C200AS01213R,C200AW01212R,C200AW01213R,C300A001212R,C300A001213R,C300AC01212R,C300AC01213R,C300AM01212R,C300AM01213R,C300AR01212R,C300AR01213R,C300AS01212R,C300AS01213R,C300AW01212R,C300AW01213R,C400A001212R,C400A001213R,C400AC01212R,C400AC01213R,C400AM01212R,C400AM01213R,C400AR01212R,C400AR01213R,C400AS01212R,C400AS01213R,C400AW01212R,C400AW01213R,CA00A001212R,CA00A001213R,CA00AC01212R,CA00AC01213R,CA00AM01212R,CA00AM01213R,CA00AR01212R,CA00AR01213R,CA00AS01212R,CA00AS01213R,CA00AW01212R,CA00AW01213R,CB00A001212R,CB00A001213R,CB00AC01212R,CB00AC01213R,CB00AM01212R,CB00AM01213R,CB00AR01212R,CB00AR01213R,CB00AS01212R,CB00AS01213R,CB00AW01212R,CB00AW01213R,CE00A001212R,CE00A001213R,CE00AC01212R,CE00AC01213R,CE00AM01212R,CE00AM01213R,CE00AR01212R,CE00AR01213R,CE00AS01212R,CE00AS01213R,CE00AW01212R,CE00AW01213R,CF00A001212R,CF00A001213R,CF00AC01212R,CF00AC01213R,CF00AM01212R,CF00AM01213R,CF00AR01212R,CF00AR01213R,CF00AS01212R,CF00AS01213R,CF00AW01212R,CF00AW01213R,CH00A001212R,CH00A001213R,CH00AC01212R,CH00AC01213R,CH00AM01212R,CH00AM01213R,CH00AR01212R,CH00AR01213R,CH00AS01212R,CH00AS01213R,CH00AW01212R,CH00AW01213R,CI00A001212R,CI00A001213R,CI00AC01212R,CI00AC01213R,CI00AM01212R,CI00AM01213R,CI00AR01212R,CI00AR01213R,CI00AS01212R,CI00AS01213R,CI00AW01212R,CI00AW01213R,CL00A001212R,CL00A001213R,CL00AC01212R,CL00AC01213R,CL00AM01212R,CL00AM01213R,CL00AR01212R,CL00AR01213R,CL00AS01212R,CL00AS01213R,CL00AW01212R,CL00AW01213R,CM00A001212R,CM00A001213R,CM00AC01212R,CM00AC01213R,CM00AM01212R,CM00AM01213R,CM00AR01212R,CM00AR01213R,CM00AS01212R,CM00AS01213R,CM00AW01212R,CM00AW01213R,CR00A001212R,CR00A001213R,CR00AC01212R,CR00AC01213R,CR00AM01212R,CR00AM01213R,CR00AR01212R,CR00AR01213R,CR00AS01212R,CR00AS01213R,CR00AW01212R,CR00AW01213R,CS00A001212R,CS00A001213R,CS00AC01212R,CS00AC01213R,CS00AM01212R,CS00AM01213R,CS00AR01212R,CS00AR01213R,CS00AS01212R,CS00AS01213R,CS00AW01212R,CS00AW01213R,CW00A001212R,CW00A001213R,CW00AC01212R,CW00AC01213R,CW00AM01212R,CW00AM01213R,CW00AR01212R,CW00AR01213R,CW00AS01212R,CW00AS01213R,CW00AW01212R,CW00AW01213R
'072910101,13,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,50,44,19,62,50,50,60,67,38,50,43,.,.,.,.,.,.,.,.,.,.,.,.,50,53,18,17,59,59,48,63,67,-1,56,44,51,53,24,9,61,61,50,66,57,20,58,45,22,28,-1,-1,22,43,22,-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,45,80,40,64,38,50,53,-1,-1,-1,40,10,25,-1,-1,-1,33,9,33,-1,-1,-1,-1,50,75,.,-1,-1,-1,-1,-1,.,-1,-1,.,61,53,55,21,68,52,55,64,67,38,60,47
'073901001,13,33,27,-1,-1,-1,20,-1,60,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,21,21,15,18,19,29,30,9,11,15,25,15,14,21,3,12,13,21,23,0,0,14,29,20,17,20,10,17,15,27,25,10,6,14,21,20,20,18,12,19,16,30,33,2,6,20,24,16,17,14,10,15,16,24,25,11,6,8,20,.,.,.,.,.,.,.,.,.,.,.,.,4,15,13,-1,0,23,6,8,-1,.,-1,-1,20,23,23,17,17,21,27,28,16,15,9,26,18,17,19,10,16,16,25,25,9,7,10,22,32,23,38,0,27,27,42,32,20,5,15,30,34,36,39,33,31,29,45,46,13,29,27,36
'073903001,13,33,22,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,8,15,5,13,5,21,14,16,4,15,11,8,5,12,3,10,3,19,12,14,3,9,4,8,8,14,5,12,5,19,14,15,5,14,8,7,8,16,5,13,5,22,14,19,4,12,15,12,9,15,3,12,8,18,17,19,3,20,17,5,.,.,.,.,.,.,.,.,.,.,.,.,-1,2,-1,0,-1,0,-1,8,-1,-1,-1,-1,7,14,4,14,5,20,14,14,5,17,6,5,2,9,2,7,2,13,3,11,2,8,0,3,1,4,0,3,0,5,4,2,0,7,-1,-1,12,31,17,42,-1,38,-1,29,-1,36,-1,-1
'073903003,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'073903045,13,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,15,12,15,9,17,15,16,10,15,17,9,9,9,13,8,4,8,12,10,13,15,13,5,10,14,11,16,8,15,12,15,8,16,17,8,10,13,5,4,5,14,16,17,8,12,14,8,14,20,12,31,14,21,18,19,4,23,19,14,.,.,.,.,.,.,.,.,.,.,.,.,0,2,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,15,18,21,30,14,20,13,15,14,20,20,11,4,5,5,6,1,6,6,5,7,6,5,4,6,8,-1,-1,6,5,4,8,-1,-1,-1,-1,22,39,-1,-1,24,53,24,47,-1,0,33,-1
'073903102,13,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,9,5,2,8,5,12,14,.,.,2,10,7,5,2,0,4,2,12,10,.,.,0,6,8,9,4,2,8,5,10,14,.,.,2,10,10,11,2,-1,7,5,17,18,.,.,4,14,8,13,0,-1,11,11,10,16,.,.,5,19,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,7,7,8,3,9,5,7,12,.,.,0,6,1,2,0,-1,1,0,1,4,.,.,0,-1,3,6,-1,-1,-1,-1,3,11,.,.,-1,-1,21,16,-1,-1,24,5,18,32,.,.,-1,-1
'073904101,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,53,47,42,52,57,54,54,44,53,45,50,.,.,.,.,.,.,.,.,.,.,.,.,29,35,22,20,30,40,25,36,-1,-1,50,38,51,54,38,33,49,55,57,61,50,33,54,60,35,37,18,-1,35,38,35,42,-1,-1,57,38,71,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,51,52,52,47,54,58,53,50,38,67,40,43,9,24,-1,-1,21,31,7,15,-1,-1,-1,-1,30,29,-1,-1,-1,-1,20,-1,-1,.,-1,-1,56,58,59,50,58,62,60,58,40,62,44,54
'073905001,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,16,9,15,7,11,17,27,10,13,22,14,4,8,0,0,0,8,8,12,0,13,-1,6,11,14,9,11,6,8,15,25,9,13,17,10,12,18,9,16,7,14,18,32,7,9,23,18,16,16,15,12,6,8,21,30,18,13,26,15,.,14,.,-1,.,-1,.,-1,.,-1,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,12,15,10,15,6,8,16,22,14,17,21,11,2,6,0,5,0,3,4,9,4,7,-1,3,4,6,0,0,0,7,18,7,0,12,-1,-1,11,19,8,22,8,14,16,30,8,14,21,16
'073905004,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'073905005,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'073905006,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'073905041,13,54,38,-1,-1,60,-1,60,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,22,20,24,24,16,24,28,27,26,15,20,4,5,-1,0,5,0,0,12,-1,-1,0,-1,17,18,11,18,20,13,18,20,14,29,11,18,27,26,22,25,24,18,32,32,26,29,23,25,19,20,27,15,20,15,19,23,20,31,7,23,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,-1,.,20,19,19,21,25,14,16,24,27,21,0,15,11,6,17,11,12,0,9,9,13,17,6,4,7,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,31,29,25,40,32,23,34,38,33,27,25,14
'073905102,13,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,32,65,29,38,27,40,42,.,.,33,21,38,63,.,-1,-1,67,-1,67,.,.,-1,-1,42,34,67,33,38,32,44,38,.,.,22,27,49,34,70,-1,38,32,50,41,.,.,57,-1,28,18,-1,-1,21,21,32,21,.,.,-1,11,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,-1,.,33,31,57,13,37,23,30,43,.,.,13,30,21,11,43,-1,26,18,15,12,.,.,0,-1,21,24,.,-1,30,33,20,25,.,.,-1,-1,51,37,75,29,53,24,43,52,.,.,33,-1
'073905103,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'073905104,13,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,40,32,52,38,39,51,41,.,.,50,30,34,25,-1,-1,25,17,50,25,.,.,40,-1,39,40,24,61,32,38,46,41,.,.,50,27,48,51,27,73,42,51,58,49,.,.,54,33,50,52,22,67,45,47,58,53,.,.,64,50,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,40,32,36,33,35,29,44,36,.,.,45,28,25,19,15,14,23,16,33,26,.,.,20,9,39,21,-1,-1,40,18,40,27,.,.,-1,-1,41,33,50,40,35,37,44,37,.,.,38,14
'074903001,13,21,16,-1,17,-1,20,-1,23,-1,15,-1,-1,44,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,20,24,21,26,16,20,22,31,17,18,29,24,10,14,7,12,7,7,19,28,0,0,20,26,17,18,19,21,13,14,20,23,14,11,19,20,21,23,22,25,17,18,23,31,15,12,34,30,10,20,9,19,3,17,14,27,11,10,16,25,40,8,-1,0,-1,0,-1,27,-1,9,-1,-1,0,3,-1,0,-1,0,-1,11,-1,-1,-1,-1,19,25,19,27,15,22,21,31,19,23,23,19,6,10,3,8,5,6,13,19,4,6,7,9,15,14,7,3,23,13,24,21,7,12,-1,18,22,27,24,30,18,23,24,33,18,21,32,26
'074903041,13,6,18,-1,-1,-1,8,-1,31,-1,-1,-1,29,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,31,27,29,31,33,21,41,38,20,19,21,20,30,16,-1,23,42,21,37,17,-1,15,40,0,22,20,22,21,27,19,30,28,6,10,12,14,33,28,30,25,34,21,45,42,19,15,24,31,26,23,26,17,31,17,36,37,11,13,9,25,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,13,-1,-1,-1,14,-1,14,-1,-1,-1,-1,30,26,29,37,33,22,36,35,21,22,19,13,10,7,13,6,8,8,15,10,7,0,3,7,22,21,14,24,28,26,18,21,29,-1,18,19,34,31,34,39,35,24,44,43,24,23,24,20
'074903102,13,38,50,-1,.,27,63,45,38,.,.,.,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,41,25,33,40,43,41,40,.,.,25,43,12,20,-1,0,13,28,17,14,.,.,10,43,29,28,15,20,33,32,32,26,.,.,20,31,37,43,20,32,42,46,42,44,.,.,28,44,29,29,14,11,33,36,33,24,.,.,17,37,41,32,-1,-1,50,43,-1,29,.,.,-1,-1,15,21,-1,-1,22,27,17,9,.,.,-1,38,36,38,31,34,39,41,40,36,.,.,23,42,14,13,6,10,17,14,15,10,.,.,13,16,34,30,28,31,40,39,31,22,.,.,35,20,42,46,30,41,46,46,45,49,.,.,30,47
'074903103,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'074903104,13,50,21,.,.,-1,-1,-1,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,33,.,.,27,26,39,40,.,.,.,.,25,6,.,.,0,-1,-1,11,.,.,.,.,23,28,.,.,17,23,29,33,.,.,.,.,34,28,.,.,28,20,41,35,.,.,.,.,17,24,.,.,11,20,22,29,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,38,.,.,26,31,38,45,.,.,.,.,6,10,.,.,3,13,9,7,.,.,.,.,25,15,.,.,-1,8,-1,23,.,.,.,.,37,40,.,.,31,32,42,48,.,.,.,.
'074904001,13,7,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,-1,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,40,47,32,47,42,50,45,55,19,27,50,38,29,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,38,21,38,31,42,34,43,10,21,30,31,46,48,39,50,44,51,50,58,14,19,64,38,36,10,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,60,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,-1,.,-1,.,.,.,.,36,45,27,44,40,49,41,51,22,33,38,38,7,15,9,13,6,18,6,20,0,0,15,7,28,41,17,20,27,38,27,62,-1,-1,-1,-1,42,49,33,50,44,53,48,57,19,29,51,39
'074905001,13,20,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,20,30,8,17,27,39,24,47,6,12,36,27,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,24,8,7,28,38,22,38,8,7,38,17,26,34,15,16,30,38,30,56,11,13,50,39,45,25,40,-1,43,56,43,33,40,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,12,24,0,18,23,40,17,34,0,11,15,9,10,16,8,0,14,26,7,27,8,6,-1,13,11,24,-1,0,11,36,11,36,13,14,-1,-1,16,30,5,18,25,37,21,47,2,14,28,29
'074905101,13,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,45,18,50,16,35,44,53,.,.,19,43,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,31,39,22,-1,21,35,48,49,.,.,-1,25,30,41,-1,43,21,31,50,53,.,.,13,38,0,42,-1,-1,-1,38,-1,63,.,.,-1,-1,.,-1,.,.,.,-1,.,-1,.,.,.,.,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,.,25,47,33,54,11,39,37,53,.,.,-1,50,0,16,.,-1,-1,6,-1,28,.,.,-1,-1,10,54,-1,-1,0,41,18,59,.,.,-1,-1,31,45,19,59,18,35,49,52,.,.,21,46
'074907001,13,0,37,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,80,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,18,30,16,25,18,27,19,43,17,27,26,27,12,16,18,14,9,14,17,14,9,21,-1,-1,20,26,18,21,18,20,24,39,18,27,25,21,17,32,15,22,12,32,27,45,10,24,29,38,13,15,0,15,18,14,18,27,9,8,-1,8,.,45,.,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,29,17,29,24,22,11,42,24,30,24,18,5,17,3,13,0,13,12,31,3,11,6,13,7,34,10,-1,9,27,9,50,0,29,-1,43,22,34,19,27,20,30,21,51,21,29,33,31
'074907041,13,38,-1,-1,.,20,-1,-1,-1,-1,.,.,-1,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,.,35,29,46,29,27,19,39,41,16,20,52,32,11,11,-1,-1,-1,0,8,11,-1,-1,-1,-1,27,24,33,18,21,18,30,35,14,14,42,26,42,29,60,24,35,22,46,39,20,10,52,47,20,24,-1,-1,18,17,12,33,-1,-1,-1,22,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,40,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,29,29,36,35,21,16,33,43,14,32,52,21,11,9,21,-1,7,0,13,13,-1,-1,18,-1,13,26,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,41,32,50,33,33,21,49,46,17,21,55,39
'074907101,13,23,32,.,-1,-1,29,-1,29,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,32,14,19,16,26,25,39,.,.,16,55,9,16,-1,0,6,16,13,21,.,.,11,-1,13,20,15,16,10,14,19,27,.,.,9,25,21,36,17,15,18,29,31,45,.,.,12,57,5,7,-1,13,-1,0,-1,13,.,.,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,0,.,-1,-1,-1,-1,-1,.,.,-1,-1,16,28,12,24,13,22,19,31,.,.,20,50,1,4,-1,0,-1,0,0,8,.,.,6,-1,12,23,-1,-1,-1,13,11,31,.,.,-1,-1,23,41,18,27,18,32,32,49,.,.,20,65
'074909001,13,-1,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,28,15,25,23,27,24,35,21,22,38,33,6,5,-1,0,-1,0,-1,0,-1,0,-1,-1,15,18,9,15,14,16,14,23,14,12,26,22,25,31,17,29,21,28,29,42,21,18,44,38,17,21,7,17,25,21,19,21,13,15,-1,32,23,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,26,13,22,24,26,20,30,22,26,32,28,11,13,6,7,7,9,12,24,13,5,24,22,13,20,8,10,15,19,20,30,5,4,-1,39,25,30,16,27,23,28,26,39,24,24,40,33
'074909041,13,25,38,.,.,-1,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,37,24,15,37,37,46,48,32,26,48,30,26,20,-1,-1,33,11,33,33,-1,-1,-1,-1,28,26,7,4,28,28,31,35,26,19,38,19,45,42,16,8,41,43,63,55,23,17,56,44,38,29,-1,-1,42,30,31,45,-1,22,22,7,22,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,33,32,31,21,33,31,28,42,41,34,41,16,13,18,-1,0,10,17,13,25,13,20,25,17,44,28,-1,-1,53,32,26,21,-1,-1,100,-1,41,41,23,21,37,40,50,50,33,31,56,36
'074909101,13,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,44,.,.,19,41,40,46,.,.,.,.,33,-1,.,.,-1,-1,-1,-1,.,.,.,.,26,40,.,.,14,39,38,42,.,.,.,.,36,55,.,.,25,58,46,53,.,.,.,.,50,70,.,.,-1,60,-1,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,37,.,.,11,31,32,43,.,.,.,.,13,13,.,.,6,16,19,11,.,.,.,.,14,40,.,.,-1,-1,14,-1,.,.,.,.,29,38,.,.,23,37,35,39,.,.,.,.
'074909102,13,33,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,21,32,16,24,18,44,29,.,.,18,15,33,8,-1,-1,-1,-1,-1,-1,.,.,-1,-1,23,12,22,6,15,11,33,18,.,.,17,5,36,29,32,22,32,25,48,38,.,.,23,24,32,15,30,18,24,11,38,22,.,.,36,-1,50,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,11,0,-1,-1,-1,-1,-1,-1,.,.,-1,-1,26,13,31,13,16,11,39,20,.,.,14,4,16,6,14,10,9,5,26,8,.,.,10,0,24,7,-1,-1,13,7,40,7,.,.,20,-1,30,22,33,15,23,19,45,31,.,.,7,16
'074911001,13,-1,43,.,-1,-1,-1,-1,-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,36,18,27,33,30,49,51,24,22,55,49,.,.,.,.,.,.,.,.,.,.,.,.,30,33,10,25,27,26,48,50,18,15,50,47,29,38,11,24,26,29,42,57,11,17,61,65,0,33,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,39,35,23,30,38,32,55,47,33,26,50,37,2,9,0,5,0,0,5,23,0,0,-1,21,29,39,-1,38,9,6,45,59,33,22,-1,69,36,37,19,28,34,32,51,53,25,23,56,50
'074911101,13,20,-1,-1,-1,-1,-1,17,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,35,39,40,24,25,41,47,.,.,35,25,.,.,.,.,.,.,.,.,.,.,.,.,36,34,38,50,28,24,44,41,.,.,38,33,40,41,47,38,27,32,52,49,.,.,30,50,25,18,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,20,.,-1,-1,-1,-1,-1,.,.,-1,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,26,28,31,43,21,15,26,44,.,.,43,-1,14,4,-1,-1,13,0,19,0,.,.,14,.,20,14,-1,-1,24,0,24,33,.,.,-1,-1,36,38,46,42,25,29,43,49,.,.,33,25
'074912001,13,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,40,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,27,37,34,43,34,40,22,39,18,25,28,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,24,30,36,47,31,33,23,31,12,16,14,24,19,30,26,36,29,29,11,34,9,14,18,41,24,32,45,36,36,38,18,38,9,14,-1,33,.,0,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,-1,.,-1,.,-1,.,-1,34,42,40,49,37,49,31,43,26,35,35,35,8,17,0,24,9,19,10,24,9,3,-1,18,27,27,38,50,22,17,33,29,11,17,-1,27,29,39,33,47,35,42,24,41,21,27,30,39
