CAMPUS,YEAR,CA0CA10R,CA0CA11R,CA0CC10R,CA0CC11R,CA0CS10R,CA0CS11R,CA0CT10R,CA0CT11R,CACRB10R,CACRB11R,CACRM10R,CACRM11R,CACRR10R,CACRR11R,CB0CA10R,CB0CA11R,CB0CC10R,CB0CC11R,CB0CS10R,CB0CS11R,CB0CT10R,CB0CT11R,CBCRB10R,CBCRB11R,CBCRM10R,CBCRM11R,CBCRR10R,CBCRR11R,CECRB10R,CECRB11R,CECRM10R,CECRM11R,CECRR10R,CECRR11R,CF0CA10R,CF0CA11R,CF0CC10R,CF0CC11R,CF0CS10R,CF0CS11R,CF0CT10R,CF0CT11R,CFCRB10R,CFCRB11R,CFCRM10R,CFCRM11R,CFCRR10R,CFCRR11R,CH0CA10R,CH0CA11R,CH0CC10R,CH0CC11R,CH0CS10R,CH0CS11R,CH0CT10R,CH0CT11R,CHCRB10R,CHCRB11R,CHCRM10R,CHCRM11R,CHCRR10R,CHCRR11R,CI0CA10R,CI0CA11R,CI0CC10R,CI0CC11R,CI0CS10R,CI0CS11R,CI0CT10R,CI0CT11R,CICRB10R,CICRB11R,CICRM10R,CICRM11R,CICRR10R,CICRR11R,CLCRB10R,CLCRB11R,CLCRM10R,CLCRM11R,CLCRR10R,CLCRR11R,CM0CA10R,CM0CA11R,CM0CC10R,CM0CC11R,CM0CS10R,CM0CS11R,CM0CT10R,CM0CT11R,CMCRB10R,CMCRB11R,CMCRM10R,CMCRM11R,CMCRR10R,CMCRR11R,CRCRB10R,CRCRB11R,CRCRM10R,CRCRM11R,CRCRR10R,CRCRR11R,CSCRB10R,CSCRB11R,CSCRM10R,CSCRM11R,CSCRR10R,CSCRR11R,CW0CA10R,CW0CA11R,CW0CC10R,CW0CC11R,CW0CS10R,CW0CS11R,CW0CT10R,CW0CT11R,CWCRB10R,CWCRB11R,CWCRM10R,CWCRM11R,CWCRR10R,CWCRR11R,GA0CA10R,GA0CA11R,GA0CC10R,GA0CC11R,GA0CS10R,GA0CS11R,GA0CT10R,GA0CT11R,GACRB10R,GACRB11R,GACRM10R,GACRM11R,GACRR10R,GACRR11R,C20CA10R,C20CA11R,C20CC10R,C20CC11R,C20CS10R,C20CS11R,C20CT10R,C20CT11R,C2CRB10R,C2CRB11R,C2CRM10R,C2CRM11R,C2CRR10R,C2CRR11R,C30CA10R,C30CA11R,C30CC10R,C30CC11R,C30CS10R,C30CS11R,C30CT10R,C30CT11R,C3CRB10R,C3CRB11R,C3CRM10R,C3CRM11R,C3CRR10R,C3CRR11R,C40CA10R,C40CA11R,C40CC10R,C40CC11R,C40CS10R,C40CS11R,C40CT10R,C40CT11R,C4CRB10R,C4CRB11R,C4CRM10R,C4CRM11R,C4CRR10R,C4CRR11R
'001906002,2012,-1,21.6,33.3,16.7,920,-1,54.5,42.9,36,28,40,56,64,42,-1,.,-1,.,-1,.,60,.,40,-1,60,-1,50,-1,22,17,33,33,44,14,-1,-1,60,-1,-1,-1,41.7,80,33,29,42,57,67,43,.,.,-1,.,-1,.,80,.,33,-1,33,-1,67,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.3,-1,900,.,70,22.2,38,27,38,55,63,42,-3,-3,13,33,18,17,-1,-1,-1,-1,17,20,-1,21.6,40,16.7,-1,-1,45.5,42.9,38,28,38,56,73,42,21.2,20.7,25,24,994,1002,59.6,65.5,59,56,73,74,72,66,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'001906102,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'001907001,2012,20.2,21.2,18.2,27.5,878,978,44.8,41.8,53,46,68,66,64,56,16.9,17.7,0,5.3,737,876,65.9,45.2,23,29,43,43,41,41,39,35,64,56,46,48,20.4,21.6,16.3,22.9,872,975,46.7,40.2,55,46,68,60,69,61,-1,.,12.5,18.2,784,971,14.8,20.4,49,42,63,64,58,54,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.1,20.8,20.6,32.4,886,982,42.5,43.6,51,46,68,73,58,50,24,22,43,41,44,36,-1,-1,-1,-1,17,-3,22.5,22.9,33.3,42.1,996,1036,52.7,55.9,70,60,83,84,79,67,19.4,18.8,16.7,13.9,967,918,58.6,65.1,46,44,58,59,61,56,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'001907041,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'001907101,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'001907102,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'001907107,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'001907110,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'001908002,2012,17.2,19,9.4,10.3,928,898,67.9,82.9,49,51,69,72,68,61,-1,18.2,0,0,822,779,81.8,90.9,27,50,36,75,73,58,38,48,62,78,56,56,17.9,18.5,3.8,7.9,890,899,70.3,-2,46,52,59,71,73,62,-1,-1,0,20,923,933,70,90.9,42,45,67,55,42,73,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.3,19.8,14.8,15,967,897,65.9,57.1,51,50,77,72,64,60,27,32,57,48,53,50,-3,-3,50,29,29,29,17.7,19.5,13.9,11.4,963,913,66.7,74.5,57,50,76,73,75,57,20.6,21,25.7,25.9,1015,993,62.8,66.6,56,53,68,71,71,65,.,.,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'001908041,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'001908101,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'001908102,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'001909001,2012,-1,-1,11.1,20,939,989,47.4,58.8,50,35,65,59,68,47,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,33,38,50,63,63,33,-1,-1,16.7,11.1,972,967,46.2,75,62,25,69,50,86,50,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,50,20,29,60,57,80,38,43,17,-1,33,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.5,20,950,989,47.1,62.5,50,38,67,63,65,53,20.1,20.5,16.7,19,980,1013,62.5,72.7,55,52,65,71,67,64,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'001909101,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'002901001,2012,22.9,21,25.5,14.7,946,944,32.9,51.5,40,54,54,78,53,56,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,39,41,42,72,40,43,23.2,21,14.3,11.4,859,932,34.6,56.5,36,54,49,78,52,59,20.4,19.9,4.2,4.3,858,894,25.3,35.4,33,41,47,71,46,48,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,-1,-3,40,-3,-1,22.6,21.1,37,18.2,1038,962,31.4,47.1,44,54,59,77,53,54,18,14,31,38,33,22,-3,-3,14,13,7,-3,24.5,21.4,41.4,20.5,1023,975,42,68.8,52,69,65,83,62,67,19.9,19.8,19.4,19.4,969,964,64.1,69.5,50,49,63,64,66,63,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'002901002,2012,.,.,.,.,.,.,.,0,.,31,.,53,.,44,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,20,.,40,.,60,.,.,.,.,.,.,.,0,.,33,.,67,.,33,.,.,.,.,.,.,.,0,.,33,.,46,.,50,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,0,.,30,.,45,.,50,.,-1,.,20,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,0,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1
'002901041,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'002901101,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'002901104,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'002901105,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003801001,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20.4,21,24.1,24.2,981,981,64.6,69.2,52,53,65,72,62,64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003801103,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003902001,2012,21.8,21.6,21.8,23.4,980,979,73.3,74.3,58,58,81,75,64,68,.,-1,16.7,-1,812,-1,100,-1,25,-1,63,-1,25,-1,42,41,70,59,51,57,-1,21.6,20.8,24,984,973,73.6,83.3,68,61,86,73,71,74,.,-1,12.5,5.9,873,922,61.5,73.9,29,59,63,77,46,68,.,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.7,21.7,22.8,22.4,977,989,73.1,63.6,49,53,76,76,58,61,23,27,55,38,36,46,-1,-1,-1,-1,-3,-1,21.8,21.9,23,26.6,1011,989,75,75.2,65,57,85,73,69,69,21.7,21.5,30.6,28.2,1018,1002,64.4,72.5,61,59,71,73,74,72,.,.,-1,40,-1,1012,-1,71.4,-1,67,-1,-4,-1,67,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1
'003902004,2012,.,.,.,.,.,.,0,0,-1,50,-1,57,-1,83,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,0,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'003902041,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003902101,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003902102,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003903001,2012,19.6,17.8,27,20.1,981,954,49.4,65.1,50,48,62,68,59,55,16.4,15.5,3.4,4.3,805,818,59,81.7,30,28,38,53,44,35,36,34,49,61,47,42,19.2,17.2,25,16.4,995,959,52.3,63.5,53,53,63,70,65,59,18,17.6,11.4,13.5,940,964,27.3,29.4,38,39,54,66,49,44,-1,.,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-3,-1,10,-3,-3,-1,20.3,18.2,29.8,24.2,963,947,45.9,67,47,42,61,67,52,49,12,17,23,38,30,27,10,9,24,28,7,11,23.8,22.1,47.1,34.6,1081,1030,57.2,76,71,67,82,80,76,75,19.4,19.2,16.6,16.2,967,941,62.4,62.2,46,43,58,60,61,57,-1,-1,33.3,20,973,-1,75,-2,75,-1,75,-1,88,-1,-1,-1,50,0,1034,1007,85.7,-2,43,80,71,-4,43,80,.,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1
'003903004,2012,.,.,.,.,.,.,0,0,31,-1,57,-3,29,17,.,.,.,.,.,.,0,0,40,-1,40,-1,40,-1,40,-1,60,-1,50,-1,.,.,.,.,.,.,0,0,-3,-1,29,-1,11,-1,.,.,.,.,.,.,-1,0,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,67,-1,86,-1,50,-1,33,-1,44,-1,40,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,29,-1,63,-1,33,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'003903044,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003903120,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
