DISTRICT,DPEMALLC,DPEMALLP,YEAR
'152909,170,11.7,2014
'152910,95,10.7,2014
'153903,32,12.1,2014
'153904,78,14.2,2014
'153905,29,12.9,2014
'153907,48,33.6,2014
'154901,309,14.6,2014
'154903,66,19.4,2014
'155901,204,17.6,2014
'156902,130,15.5,2014
'156905,16,7.1,2014
'157901,66,10.3,2014
'158901,613,17.3,2014
'158902,106,14.3,2014
'158904,31,20.9,2014
'158905,125,9.1,2014
'158906,129,14,2014
'159901,2160,14.8,2014
'160901,160,13.8,2014
'160904,37,18,2014
'160905,19,20.2,2014
'161801,24,12.1,2014
'161802,45,9.2,2014
'161807,390,10.8,2014
'161901,70,12,2014
'161903,785,11.1,2014
'161906,451,16.5,2014
'161907,109,7,2014
'161908,80,15.1,2014
'161909,109,8.8,2014
'161910,109,16.2,2014
'161912,82,13.8,2014
'161914,4119,26.9,2014
'161916,233,16.1,2014
'161918,278,32.3,2014
'161919,230,26.1,2014
'161920,343,14.4,2014
'161921,443,18.9,2014
'161922,221,10,2014
'161923,37,6.4,2014
'161924,20,16.7,2014
'161925,30,15.8,2014
'162904,32,13.7,2014
'163901,289,15,2014
'163902,30,9.5,2014
'163903,182,17.2,2014
'163904,254,12.2,2014
'163908,551,15.2,2014
'164901,32,10.5,2014
'165802,36,9.5,2014
'165901,4145,18.2,2014
'165902,308,16.3,2014
'166901,213,14.6,2014
'166902,27,15.2,2014
'166903,59,14.6,2014
'166904,226,14.9,2014
'166905,42,7.8,2014
'166907,32,18.4,2014
'167901,68,12.2,2014
'167902,27,26.2,2014
'167903,16,27.1,2014
'167904,18,19.4,2014
'168901,208,20.1,2014
'168902,35,28.2,2014
'168903,44,19.8,2014
'169901,262,16.4,2014
'169902,104,13.4,2014
'169906,43,29.9,2014
'169908,14,16.3,2014
'169909,26,18.3,2014
'169910,48,23.6,2014
'169911,57,21.2,2014
'170801,82,19.2,2014
'170902,7075,13.5,2014
'170903,798,11.3,2014
'170904,1077,16.7,2014
'170906,1453,12.6,2014
'170907,513,15.2,2014
'170908,2243,19.6,2014
'171901,698,15.8,2014
'171902,74,14.6,2014
'172902,160,14.7,2014
'172905,145,14.8,2014
'173901,15,8.9,2014
'174801,3,1.4,2014
'174901,32,9.4,2014
'174902,61,13,2014
'174903,113,15.7,2014
'174904,1046,17.1,2014
'174906,136,17.6,2014
'174908,112,10.9,2014
'174909,44,12.2,2014
'174910,23,18.5,2014
'174911,36,9.4,2014
'175902,120,14.5,2014
'175903,827,14.8,2014
'175904,82,19.2,2014
'175905,59,16.2,2014
'175907,82,13.4,2014
'175910,97,13.2,2014
'175911,101,12.3,2014
'176901,59,20,2014
'176902,173,16.5,2014
'176903,108,16.8,2014
'177901,65,15.9,2014
'177902,371,17.8,2014
'177903,15,10.7,2014
'177905,21,9.5,2014
'178801,112,59.9,2014
'178804,218,61.4,2014
'178807,33,17.6,2014
'178808,61,14.2,2014
'178901,54,14.8,2014
'178902,175,13.8,2014
'178903,564,14.3,2014
'178904,10846,26.1,2014
'178905,69,23.9,2014
'178906,43,7.6,2014
'178908,111,20.9,2014
'178909,471,16.6,2014
'178912,616,16.2,2014
'178913,95,11.8,2014
'178914,889,15.9,2014
'178915,374,18.3,2014
'179901,297,13.3,2014
'180901,99,25.6,2014
'180902,23,6.9,2014
'180903,8,6.5,2014
'180904,3,3.9,2014
'181901,339,13,2014
'181905,208,12.5,2014
'181906,477,21.9,2014
'181907,729,15.2,2014
'181908,455,13.5,2014
'182901,28,12.6,2014
'182902,50,16.6,2014
'182903,582,17.5,2014
'182904,53,11,2014
'182905,43,21.6,2014
'182906,15,16.5,2014
'183801,68,32.9,2014
'183901,95,14.8,2014
'183902,325,12.3,2014
'183904,65,16.6,2014
'184801,56,39.2,2014
'184901,95,18.4,2014
'184902,624,18.5,2014
'184903,1256,16.5,2014
'184904,110,14.4,2014
'184907,415,9.1,2014
'184908,172,16.7,2014
'184909,91,9.7,2014
'184911,42,23.5,2014
'185901,48,10.9,2014
'185902,78,13.8,2014
'185903,119,11,2014
'185904,44,25.9,2014
'186901,21,18.6,2014
'186902,254,11.3,2014
'186903,291,46.1,2014
'187901,75,15.7,2014
'187903,68,28.6,2014
'187904,117,12.4,2014
'187906,40,22.2,2014
'187907,751,18.6,2014
'187910,230,24.2,2014
'188801,247,68.4,2014
'188901,5219,16.9,2014
'188902,230,16.2,2014
'188903,131,15.8,2014
'188904,140,10.3,2014
'189901,49,15.4,2014
'189902,196,14.4,2014
'190903,224,14.1,2014
'191901,1465,15.8,2014
'192901,94,11.7,2014
'193801,191,66.3,2014
'193902,56,21,2014
'194902,49,13.1,2014
'194903,98,14.2,2014
'194904,79,13.5,2014
'194905,43,10,2014
'195901,225,10.8,2014
'195902,17,11,2014
'196901,23,14.7,2014
'196902,60,12.7,2014
'196903,75,11.3,2014
'197902,31,15.3,2014
'198901,51,12.1,2014
'198902,28,19.7,2014
'198903,114,11.9,2014
'198905,210,22.1,2014
'198906,55,11.2,2014
'199901,1241,9,2014
'199902,604,12.7,2014
'200901,135,14.9,2014
'200902,35,8.4,2014
'200904,78,13.6,2014
'200906,20,36.4,2014
'201902,388,12.2,2014
'201903,32,21.3,2014
'201904,54,21.6,2014
'201907,66,18.3,2014
'201908,109,20.5,2014
'201910,174,11.1,2014
'201913,76,12.6,2014
'201914,207,20.7,2014
'202903,147,16.6,2014
'202905,88,14.3,2014
'203901,102,14.2,2014
'203902,109,23.9,2014
'204901,340,20.7,2014
'204904,338,18.5,2014
'205901,335,18.4,2014
'205902,692,15.4,2014
'205903,353,16,2014
'205904,175,11.2,2014
'205905,109,11.2,2014
'205906,357,16.3,2014
'205907,152,14.9,2014
'206901,67,10.7,2014
'206902,31,23.7,2014
'206903,50,33.6,2014
'207901,55,10.1,2014
'208901,30,13.1,2014
'208902,480,18.2,2014
'208903,30,11.9,2014
'209901,54,11.8,2014
'209902,32,24.1,2014
'210901,270,11.3,2014
'210902,87,12.5,2014
'210903,106,13.7,2014
'210904,84,16.6,2014
'210905,107,17.1,2014
'210906,18,20.2,2014
'211901,54,15,2014
'211902,54,10.1,2014
'212801,57,12.4,2014
'212803,238,75.6,2014
'212804,90,26.9,2014
'212901,134,15.7,2014
'212902,315,14.7,2014
'212903,476,13.2,2014
'212904,137,12.8,2014
'212905,2871,16.2,2014
'212906,593,13.3,2014
'212909,525,15.9,2014
'212910,218,21.6,2014
'213801,930,91,2014
'213901,150,9.5,2014
'214901,1132,11.3,2014
'214902,27,11.2,2014
'214903,655,11,2014
'215901,174,12.9,2014
'216901,43,15.8,2014
'217901,24,10.8,2014
'218901,72,8.6,2014
'219901,20,8.7,2014
'219903,153,14.6,2014
'219905,43,20.3,2014
'220801,27,8.5,2014
'220802,136,12.5,2014
'220809,18,3.4,2014
'220810,30,4.7,2014
'220811,55,14.1,2014
'220812,328,77.7,2014
'220813,361,10.9,2014
'220814,18,6.5,2014
'220815,41,10.2,2014
'220816,145,9.3,2014
'220817,118,27.3,2014
'220818,272,39.6,2014
'220901,13315,20.8,2014
'220902,3062,13.3,2014
'220904,1013,19.5,2014
'220905,20063,23.7,2014
'220906,1197,9.2,2014
'220907,2942,9.2,2014
'220908,3694,11.6,2014
'220910,601,19.2,2014
'220912,2581,17.4,2014
'220914,422,13.7,2014
'220915,1015,17.3,2014
'220916,3791,17.6,2014
'220917,769,20.5,2014
'220918,2777,15.9,2014
'220919,287,3.9,2014
'220920,1029,16.3,2014
'221801,4974,39,2014
'221901,4114,23.9,2014
'221904,203,17.8,2014
'221905,25,15.4,2014
'221911,127,12.3,2014
'221912,327,9.6,2014
'222901,25,21.2,2014
'223901,331,19.3,2014
'223902,39,13.1,2014
'223904,27,13,2014
'224901,37,19.1,2014
'224902,21,19.4,2014
'225902,769,15.8,2014
'225905,19,15,2014
'225906,117,12.2,2014
'225907,48,11.1,2014
'226801,170,18,2014
'226901,74,16,2014
'226903,3201,22,2014
'226905,67,22.6,2014
'226906,79,7.7,2014
'226907,271,24.9,2014
'226908,25,10.2,2014
'227801,166,71.6,2014
'227803,63,13.5,2014
'227804,64,8.2,2014
'227805,43,19.4,2014
'227806,1993,88,2014
'227814,69,18.2,2014
'227816,346,12,2014
'227817,29,12.1,2014
'227819,18,8.1,2014
'227820,85,4.6,2014
'227821,31,9.1,2014
'227824,587,47.8,2014
'227825,35,25.7,2014
'227901,15854,19.2,2014
'227904,2864,12.7,2014
'227907,1470,19.7,2014
'227909,289,3.9,2014
'227910,2332,20.9,2014
'227912,153,11.8,2014
'227913,519,7,2014
'228901,136,18.8,2014
'228903,232,19.3,2014
'228904,38,32.2,2014
'228905,30,15.2,2014
'229901,76,17.4,2014
'229903,268,20.2,2014
'229904,259,20.6,2014
'229905,108,25.5,2014
'229906,41,23,2014
'230901,152,21.1,2014
'230902,416,17.9,2014
'230903,157,19.1,2014
'230904,42,15.4,2014
'230905,130,12.3,2014
'230906,108,11.4,2014
'230908,100,13.5,2014
'231901,87,16.2,2014
'231902,32,13.3,2014
'232901,45,14.9,2014
'232902,70,13.8,2014
'232903,757,16.5,2014
'232904,38,17.9,2014
'233901,1176,12,2014
'233903,10,4.9,2014
'234801,346,93.5,2014
'234902,210,10.7,2014
'234903,121,13.5,2014
'234904,238,21.8,2014
'234905,59,13,2014
'234906,302,13.8,2014
'234907,380,15.6,2014
'234909,70,18.6,2014
'235901,198,22.2,2014
'235902,3399,23.2,2014
'235904,27,24.8,2014
'236801,299,99,2014
'236901,113,13.2,2014
'236902,795,13.5,2014
'237902,222,15.3,2014
'237904,719,13.4,2014
'237905,310,16.2,2014
'238902,343,16.8,2014
'238904,26,20.3,2014
'239901,424,9.5,2014
'239903,30,8.9,2014
'240801,318,52.3,2014
'240901,4670,20.1,2014
'240903,6098,14.7,2014
'240904,51,15,2014
'241901,86,8.4,2014
'241902,58,6.4,2014
'241903,326,9.9,2014
'241904,234,12.3,2014
'241906,72,15.4,2014
'242902,54,13.7,2014
'242903,48,11,2014
'242905,11,8.9,2014
'242906,12,9.6,2014
'243801,117,51.3,2014
'243901,585,18.3,2014
'243902,84,19.8,2014
'243903,201,11.8,2014
'243905,2655,19,2014
'243906,162,17.3,2014
'244901,10,9.5,2014
'244903,486,21.7,2014
'244905,24,13.6,2014
'245901,55,12.3,2014
'245902,150,10.4,2014
'245903,349,16.9,2014
'245904,30,11.4,2014
'246801,49,7,2014
'246902,128,13.5,2014
'246904,1413,14,2014
'246905,68,16.2,2014
'246906,768,14,2014
'246907,167,16.4,2014
'246908,298,10.7,2014
'246909,6317,14.1,2014
'246911,406,13.6,2014
'246912,63,10.4,2014
'246913,3091,9.4,2014
'246914,31,29.5,2014
'247901,742,19.1,2014
'247903,302,10.2,2014
'247904,92,11.6,2014
'247906,147,18.3,2014
'248901,254,19.6,2014
'248902,76,20.7,2014
'249901,103,14.6,2014
'249902,189,17,2014
'249903,318,15.2,2014
'249904,114,19.3,2014
'249905,366,12.7,2014
'249906,119,11.4,2014
'249908,53,21.5,2014
'250902,107,14.4,2014
'250903,210,13.8,2014
'250904,198,17.1,2014
'250905,50,14.5,2014
'250906,124,15.3,2014
'250907,174,12.4,2014
'251901,166,11,2014
'251902,47,11.1,2014
'252901,276,11.4,2014
'252902,36,18.8,2014
'252903,135,18.5,2014
'253901,276,8.7,2014
'254901,241,13.2,2014
'254902,42,9.4,2014
'1,845270,17.1,2014
