DISTRICT,YEAR,DA0GH05N,DA0GH05P,DA0GM05N,DA0GM05P,DA0GR05N,DA0GR05P,DA0LV05R,DAPID06N,DAPID06R,DAUND05C,DB0GR05N,DB0GR05P,DH0GR05N,DH0GR05P,DI0GR05N,DI0GR05P,DP0GR05N,DP0GR05P,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR05N,DS0GR05P,DW0GR05N,DW0GR05P
'071905,2006,2485,88.2,331,11.8,2816,100,0.2,260,0.5,37,92,3.3,2468,87.6,14,0.5,15,0.5,3.4,3.2,3,1.4,2.8,0.3,1.5,0.4,0.7,12.1,5.5,3.7,1.6,1.4,0.8,1.3,1.2,6.6,46036,10499,22.8,1075,2.3,331,0.7,36967,80.3,3315,7.2,3256,7.1,3276,7.1,3362,7.3,3398,7.4,3356,7.3,3536,7.7,3491,7.6,4228,9.2,3462,7.5,3134,6.8,3051,6.6,175,0.4,3641,7.9,3263,7.1,1733,3.8,41735,90.7,235,0.5,11411,24.8,166,0.4,26907,58.4,5271,11.4,9280,20.2,2825,6.1,322,11.4,227,8.1
'071906,2006,26,86.7,4,13.3,30,100,0,2,0.2,0,0,0,27,90,0,0,0,0,4,2,9.1,2.3,1.7,2.2,1.9,2,0,0,25,0,0,0,0,0,0,0,810,181,22.3,6,0.7,2,0.2,808,99.8,53,6.5,59,7.3,59,7.3,49,6,53,6.5,71,8.8,59,7.3,66,8.1,80,9.9,57,7,55,6.8,41,5.1,0,0,29,3.6,59,7.3,49,6,774,95.6,1,0.1,211,26,1,0.1,425,52.5,95,11.7,105,13,28,3.5,7,23.3,3,10
'071907,2006,205,98.1,4,1.9,209,100,0,1,0,0,0,0,199,95.2,0,0,1,0.5,3.4,1.2,5.1,3.4,6.4,0.6,11.8,8.9,2.7,9.4,12.8,7.9,0,0,6.7,15.4,6.3,13.8,5205,1848,35.5,21,0.4,45,0.8,4443,85.4,392,7.5,407,7.8,409,7.9,393,7.6,386,7.4,380,7.3,429,8.2,399,7.7,523,10,328,6.3,255,4.9,226,4.3,7,0.1,381,7.3,412,7.9,259,5,4952,95.1,1,0,1918,36.8,15,0.3,3748,72,483,9.3,1482,28.5,216,4.1,20,9.6,9,4.3
'071908,2006,39,90.7,4,9.3,43,100,0,4,0.3,0,0,0,42,97.7,0,0,0,0,11.8,14.4,11.2,3.4,18.8,0,3.7,4.7,2.1,0,12.5,0,0,12.5,0,0,0,16.7,1223,360,29.4,10,0.8,19,1.4,1183,96.7,115,9.4,109,8.9,106,8.7,99,8.1,111,9.1,70,5.7,92,7.5,90,7.4,71,5.8,71,5.8,56,4.6,56,4.6,0,0,50,4.1,103,8.4,74,6.1,1202,98.3,0,0,579,47.3,6,0.5,662,54.1,86,7,301,24.6,5,0.4,4,9.3,1,2.3
'071909,2006,1619,93.7,108,6.3,1727,100,0,4,0,5,20,1.2,1596,92.4,1,0.1,12,0.7,2.8,1.7,2.4,0.7,4.6,1,1.1,0.5,0.3,7.3,5.5,4.1,2.4,3,0.7,0.6,1.6,0.4,36737,8552,23.3,611,1.7,632,1.7,26882,73.2,2754,7.5,2759,7.5,2779,7.6,2739,7.5,2860,7.8,2734,7.4,2825,7.7,2890,7.9,3610,9.8,2593,7.1,2268,6.2,1976,5.4,71,0.2,2227,6.1,2507,6.8,1372,3.7,34060,92.7,125,0.3,9984,27.2,148,0.4,21396,58.2,3666,10,7685,20.9,1793,4.9,109,6.3,98,5.7
'072801,2006,6,19.4,25,80.6,31,100,0,0,0,0,0,0,11,35.5,0,0,0,0,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.,69,7,10.1,0,0,0,0,41,59.4,0,0,0,0,0,0,0,0,0,0,0,0,7,10.1,8,11.6,7,10.1,12,17.4,19,27.5,16,23.2,0,0,0,0,0,0,0,0,22,31.9,1,1.4,7,10.1,0,0,44,63.8,15,21.7,35,50.7,46,66.7,9,29,20,64.5
'072901,2006,0,.,0,.,.,.,0,0,0,0,0,.,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,.,.,.,0,.,.,.,.,59,11,18.6,0,0,0,0,44,74.6,5,8.5,8,13.6,9,15.3,2,3.4,5,8.5,7,11.9,4,6.8,2,3.4,0,0,0,0,0,0,0,0,0,0,1,1.7,9,15.3,8,13.6,33,55.9,0,0,12,20.3,0,0,25,42.4,3,5.1,0,0,26,44.1,0,.,0,.
'072902,2006,53,71.6,21,28.4,74,100,0,5,0.3,0,0,0,23,31.1,0,0,0,0,19.2,3.8,4.8,1.4,7.1,5.9,5.4,2.5,5.5,0,6.7,0,7.7,0,0,0,0,9.1,1349,221,16.4,12,0.9,14,0.9,920,68.2,120,8.9,100,7.4,105,7.8,97,7.2,89,6.6,107,7.9,83,6.2,109,8.1,97,7.2,82,6.1,76,5.6,97,7.2,3,0.2,115,8.5,117,8.7,67,5,654,48.5,4,0.3,237,17.6,1,0.1,700,51.9,146,10.8,216,16,678,50.3,7,9.5,51,68.9
'072903,2006,172,71.1,70,28.9,242,100,0,6,0.1,0,5,2.1,40,16.5,0,0,2,0.8,3.4,2.5,0,0,0,0,2.3,1.6,1,14.8,5.6,0,4,0,0,9.5,0,5.9,3509,175,5,60,1.7,34,0.9,1391,39.6,260,7.4,244,7,238,6.8,252,7.2,258,7.4,251,7.2,298,8.5,251,7.2,318,9.1,262,7.5,254,7.2,240,6.8,6,0.2,203,5.8,270,7.7,107,3,777,22.1,25,0.7,189,5.4,36,1,1339,38.2,336,9.6,867,24.7,2611,74.4,34,14,195,80.6
'072904,2006,0,.,0,.,.,.,0,2,2.5,0,0,.,0,.,0,.,0,.,11.1,0,0,0,0,0,0,0,0,0,.,0,.,.,0,.,.,.,76,1,1.3,2,2.6,0,0,15,19.7,12,15.8,12,15.8,4,5.3,15,19.7,5,6.6,9,11.8,6,7.9,7,9.2,0,0,0,0,0,0,0,0,0,0,3,3.9,6,7.9,0,0,6,7.9,0,0,1,1.3,0,0,15,19.7,4,5.3,0,0,68,89.5,0,.,0,.
'072908,2006,11,84.6,2,15.4,13,100,0.9,3,1.3,1,0,0,3,23.1,0,0,0,0,0,0,7.7,0,0,0,0,0,9.1,.,0,0,0,0,0,0,0,0,197,20,10.2,0,0,0,0,92,46.7,14,7.1,14,7.1,14,7.1,12,6.1,13,6.6,19,9.6,15,7.6,15,7.6,16,8.1,18,9.1,19,9.6,18,9.1,0,0,8,4.1,10,5.1,0,0,57,28.9,0,0,21,10.7,0,0,78,39.6,27,13.7,70,35.5,140,71.1,3,23.1,10,76.9
'072909,2006,11,68.8,5,31.3,16,100,0,0,0,0,0,0,5,31.3,0,0,0,0,0,0,0,0,6.3,10.5,0,0,4.2,0,.,0,0,0,0,.,33.3,.,235,52,22.1,2,0.9,1,0.4,136,57.9,23,9.8,13,5.5,14,6,18,7.7,16,6.8,17,7.2,22,9.4,19,8.1,16,6.8,10,4.3,18,7.7,13,5.5,0,0,22,9.4,17,7.2,19,8.1,116,49.4,2,0.9,53,22.6,0,0,100,42.6,22,9.4,55,23.4,115,48.9,2,12.5,11,68.8
'072910,2006,0,.,0,.,.,.,0,0,0,0,0,.,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,100,0,0,0,.,0,0,0,0,91,0,0,0,0,0,0,49,53.8,8,8.8,7,7.7,8,8.8,14,15.4,12,13.2,9,9.9,14,15.4,10,11,0,0,0,0,0,0,0,0,0,0,24,26.4,9,9.9,0,0,5,5.5,1,1.1,0,0,0,0,20,22,8,8.8,0,0,85,93.4,0,.,0,.
'073901,2006,7,53.8,6,46.2,13,100,0,0,0,0,1,7.7,8,61.5,0,0,0,0,7.7,13,10,14.8,4.2,8,0,0,8,50,0,0,0,40,40,0,0,33.3,440,109,24.8,96,21.8,2,0.4,376,85.5,33,7.5,35,8,28,6.4,44,10,33,7.5,28,6.4,27,6.1,33,7.5,35,8,31,7,33,7.5,22,5,0,0,49,11.1,39,8.9,19,4.3,212,48.2,0,0,109,24.8,0,0,397,90.2,60,13.6,150,34.1,132,30,6,46.2,4,30.8
'073903,2006,3,3.4,84,96.6,87,100,0.1,0,0,1,48,55.2,18,20.7,0,0,1,1.1,6.5,2.8,5.3,12.7,8.4,9,11,1.3,11.7,7.1,33.3,0,10,4.5,0,4.8,0,14.3,1268,107,8.4,783,61.8,139,9.3,1023,80.7,83,6.5,89,7,88,6.9,100,7.9,83,6.5,103,8.1,107,8.4,96,7.6,106,8.4,119,9.4,95,7.5,84,6.6,0,0,20,1.6,91,7.2,24,1.9,301,23.7,1,0.1,115,9.1,3,0.2,773,61,199,15.7,322,25.4,180,14.2,22,25.3,20,23
'073904,2006,0,.,0,.,.,.,0,0,0,0,0,.,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,.,140,3,2.1,1,0.7,0,0,25,17.9,15,10.7,15,10.7,15,10.7,16,11.4,17,12.1,17,12.1,15,10.7,16,11.4,0,0,0,0,0,0,0,0,0,0,17,12.1,14,10,0,0,24,17.1,1,0.7,3,2.1,0,0,20,14.3,8,5.7,0,0,114,81.4,0,.,0,.
'073905,2006,38,47.5,42,52.5,80,100,0,0,0,0,15,18.8,16,20,0,0,0,0,11.9,0,0,0,0,0,0,0,8.2,7.7,0,0,0,0,0,5,0,0,904,30,3.3,157,17.4,13,1.3,473,52.3,61,6.7,51,5.6,58,6.4,49,5.4,54,6,57,6.3,67,7.4,74,8.2,84,9.3,79,8.7,91,10.1,76,8.4,3,0.3,68,7.5,57,6.3,43,4.8,225,24.9,3,0.3,32,3.5,1,0.1,499,55.2,174,19.2,295,32.6,518,57.3,19,23.8,49,61.3
'074903,2006,68,58.6,48,41.4,116,100,0.4,5,0.2,4,13,11.2,2,1.7,2,1.7,0,0,0,0.8,1,1,0,0,0,0,0.8,0,0,0,0,0,0,3.2,15.2,0,2055,115,5.6,171,8.3,75,3.2,1110,54,166,8.1,133,6.5,150,7.3,127,6.2,126,6.1,134,6.5,139,6.8,169,8.2,186,9.1,149,7.3,149,7.3,137,6.7,6,0.3,128,6.2,148,7.2,136,6.6,273,13.3,25,1.2,115,5.6,15,0.7,769,37.4,339,16.5,498,24.2,1571,76.4,25,21.6,99,85.3
'074904,2006,9,64.3,5,35.7,14,100,0,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,296,1,0.3,2,0.7,1,0.3,122,41.2,28,9.5,21,7.1,31,10.5,12,4.1,22,7.4,17,5.7,23,7.8,20,6.8,22,7.4,18,6.1,22,7.4,14,4.7,1,0.3,12,4.1,18,6.1,27,9.1,10,3.4,3,1,1,0.3,3,1,119,40.2,38,12.8,119,40.2,278,93.9,3,21.4,14,100
'074905,2006,15,71.4,6,28.6,21,100,0,4,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,66.7,277,5,1.8,0,0,5,1.7,127,45.8,17,6.1,21,7.6,15,5.4,21,7.6,20,7.2,26,9.4,19,6.9,23,8.3,29,10.5,29,10.5,19,6.9,23,8.3,0,0,26,9.4,15,5.4,0,0,14,5.1,1,0.4,5,1.8,2,0.7,58,20.9,42,15.2,63,22.7,260,93.9,3,14.3,21,100
'074907,2006,24,55.8,19,44.2,43,100,0,2,0.3,0,5,11.6,5,11.6,0,0,0,0,0,0,5.4,2.6,0,2.6,2.7,0,2.8,0,0,0,0,0,25,0,0,20,645,14,2.2,97,15,3,0.4,356,55.2,39,6,43,6.7,37,5.7,37,5.7,50,7.8,52,8.1,43,6.7,55,8.5,71,11,46,7.1,54,8.4,46,7.1,0,0,61,9.5,53,8.2,19,2.9,67,10.4,7,1.1,17,2.6,2,0.3,173,26.8,102,15.8,169,26.2,472,73.2,5,11.6,33,76.7
'074909,2006,19,34.5,36,65.5,55,100,0.5,1,0.1,2,4,7.3,7,12.7,0,0,0,0,2.4,0,0,0,0,0,1.6,1.9,0,0,0,0,0,0,0,7.7,0,22.2,828,28,3.4,52,6.3,7,0.8,359,43.4,53,6.4,49,5.9,67,8.1,63,7.6,58,7,51,6.2,69,8.3,75,9.1,58,7,61,7.4,62,7.5,60,7.2,3,0.4,37,4.5,60,7.2,39,4.7,74,8.9,7,0.8,29,3.5,0,0,233,28.1,144,17.4,112,13.5,695,83.9,13,23.6,44,80
'074911,2006,10,50,10,50,20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,2,0.6,133,40.8,15,4.6,24,7.4,28,8.6,21,6.4,21,6.4,31,9.5,19,5.8,25,7.7,29,8.9,28,8.6,19,5.8,23,7.1,0,0,21,6.4,25,7.7,18,5.5,2,0.6,0,0,0,0,0,0,92,28.2,61,18.7,89,27.3,324,99.4,4,20,20,100
'074912,2006,11,32.4,23,67.6,34,100,0,1,0.2,0,1,2.9,3,8.8,1,2.9,0,0,2.7,0,2.6,0,0,5.9,0,7.1,0,0,0,0,0,0,0,0,0,0,547,12,2.2,16,2.9,6,1,196,35.8,39,7.1,41,7.5,36,6.6,46,8.4,38,6.9,48,8.8,36,6.6,50,9.1,37,6.8,40,7.3,44,8,34,6.2,0,0,40,7.3,41,7.5,17,3.1,66,12.1,5,0.9,12,2.2,1,0.2,130,23.8,88,16.1,178,32.5,459,83.9,3,8.8,29,85.3
'074917,2006,14,56,11,44,25,100,0.4,0,0,1,1,4,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,430,17,4,1,0.2,8,1.7,198,46,29,6.7,24,5.6,26,6,35,8.1,43,10,33,7.7,30,7,43,10,34,7.9,38,8.8,32,7.4,27,6.3,2,0.5,21,4.9,34,7.9,0,0,29,6.7,9,2.1,17,4,2,0.5,80,18.6,73,17,80,18.6,389,90.5,5,20,22,88
'075901,2006,22,62.9,13,37.1,35,100,0,0,0,0,2,5.7,11,31.4,0,0,0,0,2.2,0,0,0,10,2.3,2.2,0,9.1,0,0,0,0,25,0,0,0,50,593,76,12.8,27,4.6,13,2,302,50.9,45,7.6,51,8.6,48,8.1,45,7.6,47,7.9,35,5.9,51,8.6,52,8.8,41,6.9,40,6.7,33,5.6,33,5.6,0,0,31,5.2,36,6.1,36,6.1,285,48.1,1,0.2,76,12.8,1,0.2,253,42.7,55,9.3,129,21.8,279,47,4,11.4,22,62.9
'075902,2006,75,54.3,63,45.7,138,100,0,1,0,0,7,5.1,20,14.5,1,0.7,1,0.7,1,0,2.4,0.8,5,0,0.7,0,0,0,0,9.1,0,0,4.3,0,0,16.7,1885,138,7.3,206,10.9,51,2.5,870,46.2,110,5.8,116,6.2,144,7.6,135,7.2,154,8.2,118,6.3,153,8.1,168,8.9,157,8.3,148,7.9,157,8.3,121,6.4,9,0.5,108,5.7,126,6.7,69,3.7,481,25.5,11,0.6,146,7.7,10,0.5,601,31.9,232,12.3,20,1.1,1177,62.4,21,15.2,109,79
'075903,2006,46,73,17,27,63,100,0,1,0.1,0,11,17.5,13,20.6,0,0,1,1.6,15.6,15.2,0,0,0,2.4,0,0,10.5,20,0,0,0,0,0,0,0,55.6,764,49,6.4,155,20.3,4,0.5,388,50.8,51,6.7,56,7.3,40,5.2,48,6.3,37,4.8,53,6.9,47,6.2,51,6.7,69,9,70,9.2,77,10.1,49,6.4,6,0.8,63,8.2,60,7.9,50,6.5,185,24.2,1,0.1,50,6.5,1,0.1,317,41.5,100,13.1,201,26.3,422,55.2,5,7.9,38,60.3
'075906,2006,16,76.2,5,23.8,21,100,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,9.1,10,0,0,0,0,0,.,33.3,0,0,0,0,0,0,.,200,3,1.5,4,2,1,0.5,38,19,10,5,10,5,11,5.5,15,7.5,12,6,19,9.5,20,10,21,10.5,15,7.5,22,11,14,7,17,8.5,0,0,12,6,14,7,0,0,6,3,0,0,3,1.5,2,1,80,40,20,10,74,37,188,94,3,14.3,21,100
'075908,2006,16,84.2,3,15.8,19,100,0,0,0,0,0,0,2,10.5,1,5.3,0,0,0,0,0,0,0,0,6.7,5,0,0,0,0,0,0,.,0,0,0,240,14,5.8,13,5.4,1,0.4,67,27.9,19,7.9,17,7.1,15,6.3,20,8.3,18,7.5,16,6.7,18,7.5,16,6.7,23,9.6,18,7.5,15,6.3,19,7.9,0,0,17,7.1,14,5.8,12,5,29,12.1,0,0,14,5.8,0,0,73,30.4,20,8.3,75,31.3,198,82.5,2,10.5,16,84.2
'076903,2006,23,92,2,8,25,100,0,0,0,0,0,0,7,28,0,0,0,0,0,18.8,7.7,5.6,0,0,6.3,0,0,0,0,0,0,0,20,0,0,20,299,6,2,14,4.7,2,0.6,186,62.2,19,6.4,24,8,17,5.7,15,5,21,7,22,7.4,33,11,25,8.4,22,7.4,23,7.7,19,6.4,23,7.7,1,0.3,19,6.4,16,5.4,19,6.4,77,25.8,3,1,6,2,0,0,91,30.4,38,12.7,101,33.8,205,68.6,4,16,18,72
'076904,2006,23,92,2,8,25,100,0,0,0,0,6,24,8,32,0,0,0,0,22.2,0,0,0,0,9.1,4.3,0,18.8,60,0,0,0,0,0,0,0,45.5,395,10,2.5,36,9.1,0,0,236,59.7,27,6.8,19,4.8,19,4.8,28,7.1,28,7.1,34,8.6,32,8.1,33,8.4,27,6.8,27,6.8,26,6.6,36,9.1,2,0.5,32,8.1,28,7.1,29,7.3,161,40.8,0,0,11,2.8,2,0.5,139,35.2,83,21,112,28.4,196,49.6,3,12,11,44
'077901,2006,38,63.3,22,36.7,60,100,0,0,0,0,4,6.7,38,63.3,0,0,0,0,5.8,1.6,0,0,0,0,4.3,0,2.9,11.1,0,0,0,0,8.3,0,0,33.3,965,113,11.7,42,4.4,57,5,642,66.5,75,7.8,69,7.2,68,7,54,5.6,71,7.4,66,6.8,67,6.9,81,8.4,81,8.4,85,8.8,68,7,66,6.8,4,0.4,52,5.4,75,7.8,35,3.6,669,69.3,0,0,123,12.7,0,0,463,48,129,13.4,262,27.2,254,26.3,11,18.3,18,30
'077902,2006,29,59.2,20,40.8,49,100,0,0,0,0,2,4.1,21,42.9,0,0,0,0,11.1,12.5,0,3.1,5.3,0,0,0,2.9,30,9.1,0,0,0,0,0,0,40,620,30,4.8,21,3.4,15,2.1,380,61.3,48,7.7,44,7.1,39,6.3,48,7.7,43,6.9,44,7.1,45,7.3,46,7.4,51,8.2,71,11.5,37,6,38,6.1,0,0,46,7.4,38,6.1,28,4.5,408,65.8,0,0,30,4.8,1,0.2,268,43.2,90,14.5,114,18.4,190,30.6,6,12.2,26,53.1
'078901,2006,10,83.3,2,16.7,12,100,0,0,0,0,0,0,5,41.7,0,0,0,0,0,0,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,.,284,4,1.4,11,3.9,4,1.3,213,75,12,4.2,21,7.4,14,4.9,18,6.3,19,6.7,26,9.2,27,9.5,24,8.5,27,9.5,23,8.1,18,6.3,17,6,5,1.8,22,7.7,19,6.7,14,4.9,57,20.1,0,0,5,1.8,0,0,79,27.8,48,16.9,85,29.9,216,76.1,2,16.7,7,58.3
'079901,2006,674,67.8,320,32.2,994,100,0,33,0.1,3,147,14.8,416,41.9,1,0.1,22,2.2,11.6,5.9,2,2,1.5,1,1.8,1,4,20.7,2.6,1.2,1.6,1.7,3.1,4.1,4.7,16.8,19547,2191,11.2,3261,16.7,423,2.1,8980,45.9,1709,8.7,1539,7.9,1515,7.8,1435,7.3,1400,7.2,1370,7,1441,7.4,1402,7.2,1668,8.5,1384,7.1,1232,6.3,1150,5.9,66,0.3,1587,8.1,1613,8.3,623,3.2,8997,46,37,0.2,2253,11.5,670,3.4,8263,42.3,2188,11.2,3919,20,6582,33.7,105,10.6,408,41
'079906,2006,86,61.4,54,38.6,140,100,0.2,0,0,2,10,7.1,28,20,0,0,0,0,8.6,2,3.8,0.7,5.6,0,3.4,1.1,12.2,5.9,0,0,0,2.9,0,0,0,5.9,2571,146,5.7,137,5.3,58,2.2,817,31.8,195,7.6,152,5.9,182,7.1,168,6.5,199,7.7,177,6.9,231,9,213,8.3,252,9.8,213,8.3,160,6.2,168,6.5,9,0.4,131,5.1,225,8.8,27,1.1,893,34.7,3,0.1,151,5.9,11,0.4,1072,41.7,331,12.9,723,28.1,1527,59.4,17,12.1,102,72.9
'079907,2006,3398,76.8,1025,23.2,4423,100,0,1,0,4,1255,28.4,654,14.8,5,0.1,898,20.3,3.6,2.4,2.6,1.1,1.4,2.3,2.7,1.8,1.4,9.5,3,0.8,0.8,1.1,2,2.2,2.9,8.2,65927,6519,9.9,21316,32.3,951,1.4,20427,31,4484,6.8,4712,7.1,4849,7.4,4629,7,4890,7.4,5135,7.8,5321,8.1,5304,8,5942,9,5538,8.4,4877,7.4,4950,7.5,146,0.2,6821,10.3,4189,6.4,961,1.5,14006,21.2,104,0.2,7079,10.7,12618,19.1,26993,40.9,6142,9.3,10911,16.6,17883,27.1,316,7.1,1611,36.4
'079908,2006,0,.,0,.,.,.,.,0,0,0,0,.,0,.,0,.,0,.,7.7,16.7,6.3,13.3,11.1,0,.,.,0,0,0,33.3,0,0,0,.,.,0,119,16,13.4,58,48.7,0,0,117,98.3,10,8.4,19,16,18,15.1,17,14.3,14,11.8,10,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,10,8.4,21,17.6,60,50.4,0,0,21,17.6,0,0,117,98.3,16,13.4,0,0,1,0.8,0,.,0,.
'079910,2006,115,78.8,31,21.2,146,100,0.1,1,0,2,41,28.1,39,26.7,0,0,43,29.5,5.1,3.1,4.9,0.4,4,2.1,5.1,2.7,3.1,22.2,0,0,0,8.3,0,0,0,20,3100,347,11.2,1135,36.6,65,2,1498,48.3,238,7.7,238,7.7,225,7.3,251,8.1,265,8.5,242,7.8,288,9.3,233,7.5,285,9.2,203,6.5,204,6.6,151,4.9,6,0.2,192,6.2,186,6,85,2.7,1081,34.9,9,0.3,396,12.8,505,16.3,1461,47.1,269,8.7,537,17.3,370,11.9,11,7.5,23,15.8
'080901,2006,74,75.5,24,24.5,98,100,0,0,0,0,5,5.1,12,12.2,2,2,0,0,6.5,1.2,0,0,0,0,6.3,3.7,3.2,14.3,0,0,0,0,0,4.5,0,11.1,1541,123,8,109,7.1,28,1.7,678,44,115,7.5,118,7.7,109,7.1,94,6.1,111,7.2,104,6.7,148,9.6,109,7.1,139,9,125,8.1,125,8.1,107,6.9,4,0.3,124,8,101,6.6,32,2.1,284,18.4,15,1,129,8.4,16,1,596,38.7,223,14.5,328,21.3,1117,72.5,17,17.3,79,80.6
'081902,2006,63,70.8,26,29.2,89,100,1.5,1,0,13,25,28.1,11,12.4,2,2.2,1,1.1,8.4,2.8,6.2,0,6.5,0,9,2.6,6.8,13.6,4.5,0,0,0,0,11.1,0,11.1,1784,95,5.3,386,21.6,33,1.7,791,44.3,134,7.5,127,7.1,132,7.4,125,7,129,7.2,120,6.7,159,8.9,150,8.4,142,8,127,7.1,128,7.2,118,6.6,3,0.2,124,7,140,7.8,50,2.8,233,13.1,15,0.8,96,5.4,19,1.1,739,41.4,270,15.1,399,22.4,1131,63.4,14,15.7,50,56.2
'081904,2006,56,70,24,30,80,100,0,0,0,0,15,18.8,7,8.8,1,1.3,0,0,8.9,15.4,5.6,0,2,0,0,0,5.1,6.3,8.3,0,0,0,0,0,0,21.4,1174,91,7.8,206,17.5,36,2.8,495,42.2,96,8.2,87,7.4,84,7.2,73,6.2,65,5.5,63,5.4,86,7.3,91,7.8,110,9.4,107,9.1,75,6.4,97,8.3,1,0.1,83,7.1,97,8.3,42,3.6,207,17.6,9,0.8,95,8.1,1,0.1,371,31.6,145,12.4,270,23,751,64,22,27.5,57,71.3
'081905,2006,25,71.4,10,28.6,35,100,0.5,0,0,1,8,22.9,3,8.6,0,0,0,0,5.3,0,6.3,5.3,6.7,4.2,3.7,0,11.5,0,0,0,0,0,0,0,0,0,455,12,2.6,61,13.4,10,2.2,165,36.3,34,7.5,26,5.7,27,5.9,35,7.7,49,10.8,38,8.4,29,6.4,30,6.6,42,9.2,21,4.6,26,5.7,38,8.4,1,0.2,31,6.8,40,8.8,19,4.2,48,10.5,6,1.3,16,3.5,2,0.4,139,30.5,67,14.7,107,23.5,338,74.3,4,11.4,24,68.6
'081906,2006,0,.,0,.,.,.,0,0,0,0,0,.,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,7,4.2,11,6.6,0,0,62,37.3,19,11.4,20,12,14,8.4,11,6.6,23,13.9,19,11.4,18,10.8,10,6,0,0,0,0,0,0,0,0,0,0,10,6,19,11.4,13,7.8,17,10.2,2,1.2,7,4.2,4,2.4,33,19.9,16,9.6,0,0,132,79.5,0,.,0,.
'082902,2006,25,48.1,27,51.9,52,100,0,1,0.1,0,1,1.9,36,69.2,0,0,0,0,0,0,2.3,0,1.7,7.5,7.7,1.9,0,0,0,0,0,0,7.7,13.3,0,0,848,55,6.5,2,0.2,38,4.1,618,72.9,59,7,79,9.3,65,7.7,56,6.6,51,6,76,9,68,8,58,6.8,81,9.6,49,5.8,42,5,41,4.8,1,0.1,82,9.7,53,6.3,69,8.1,725,85.5,0,0,62,7.3,2,0.2,584,68.9,126,14.9,186,21.9,119,14,11,21.2,15,28.8
'082903,2006,78,62.4,47,37.6,125,100,0,0,0,0,2,1.6,111,88.8,0,0,0,0,2.6,0,6.3,0,1.5,0,0.6,0,5.8,5.3,0,0,0,0,4,23.5,0,21.4,2302,119,5.2,10,0.4,85,3.4,1869,81.2,181,7.9,167,7.3,174,7.6,161,7,172,7.5,157,6.8,176,7.6,178,7.7,204,8.9,156,6.8,139,6,123,5.3,5,0.2,169,7.3,204,8.9,105,4.6,2053,89.2,0,0,189,8.2,13,0.6,1537,66.8,230,10,504,21.9,226,9.8,19,15.2,12,9.6
'083901,2006,19,63.3,11,36.7,30,100,0,0,0,0,5,16.7,19,63.3,0,0,0,0,3.2,3.7,6.5,0,3.8,0,0,0,3.7,16.7,14.3,10,0,0,0,0,0,33.3,597,44,7.4,61,10.2,0,0,422,70.7,34,5.7,41,6.9,36,6,39,6.5,42,7,32,5.4,42,7,43,7.2,53,8.9,48,8,41,6.9,43,7.2,6,1,39,6.5,44,7.4,53,8.9,392,65.7,5,0.8,77,12.9,1,0.2,299,50.1,91,15.2,262,43.9,138,23.1,4,13.3,6,20
