D20GR10N,D20GR10P,D30GR10N,D30GR10P,D40GR10N,D40GR10P,DA0GH10N,DA0GH10P,DA0GM10N,DA0GM10P,DA0GR10N,DA0GR10P,DAPID11N,DAPID11R,DAUND10C,DAUND10R,DB0GR10N,DB0GR10P,DH0GR10N,DH0GR10P,DI0GR10N,DI0GR10P,DISTRICT,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR10N,DS0GR10P,DW0GR10N,DW0GR10P,YEAR
0,.,0,.,0,.,0,.,0,.,0,.,2,0.5,0,.,0,.,0,.,0,.,'212801,15.2,5.1,0,0,0,0,.,.,3,66.7,25,0,0,0,0,.,.,0,387,9,2.3,0,0.0,73,18.9,0,0,143,37.0,64,16.5,55,14.2,72,18.6,57,14.7,38,9.8,22,5.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,79,20.4,0,0.0,30,7.8,0,0.0,0,0.0,0,0.0,65,16.8,37,9.6,13,3.4,0,0.0,262,67.7,0,.,0,.,2011
1,6.7,0,0,0,0,10,66.7,5,33.3,15,100,3,1.2,10,4,3,20,0,0,0,0,'212803,.,.,.,0,25,0,20,0,.,.,.,0,0,0,16.7,0,0,.,130,0,0.0,0,0.0,33,25.4,0,0,130,100.0,0,0.0,0,0.0,2,1.5,2,1.5,7,5.4,10,7.7,11,8.5,20,15.4,28,21.5,26,20.0,13,10.0,11,8.5,0,0.0,0,0.0,0,0.0,0,0.0,25,19.2,2,1.5,0,0.0,0,0.0,125,96.2,71,54.6,4,3.1,1,0.8,66,50.8,10,66.7,11,73.3,2011
5,8.6,0,0,0,0,53,91.4,5,8.6,58,100,1,0.1,0,0,10,17.2,6,10.3,2,3.4,'212901,4,5.3,6.8,1.8,0,1.7,1.4,0,0,0,0,0,0,0,0,0,0,0,896,2,0.2,13,1.5,135,15.1,13,1.3,492,54.9,65,7.3,64,7.1,45,5.0,68,7.6,62,6.9,75,8.4,64,7.1,77,8.6,62,6.9,80,8.9,66,7.4,76,8.5,0,0.0,84,9.4,57,6.4,35,3.9,83,9.3,7,0.8,14,1.6,0,0.0,269,30.0,75,8.4,22,2.5,208,23.2,647,72.2,3,5.2,35,60.3,2011
1,0.8,0,0,0,0,98,76.6,30,23.4,128,100,4,0.2,1,0.1,12,9.4,5,3.9,4,3.1,'212902,7,2.9,3.5,0.8,1.4,0,1.6,1.4,2.2,6.7,9.5,0,0,0,0,0,6.3,27.3,2115,5,0.2,42,2.0,101,4.8,41,1.9,772,36.5,159,7.5,163,7.7,136,6.4,169,8.0,162,7.7,169,8.0,188,8.9,160,7.6,165,7.8,155,7.3,165,7.8,114,5.4,1,0.0,104,4.9,150,7.1,59,2.8,145,6.9,16,0.8,43,2.0,0,0.0,748,35.4,205,9.7,28,1.3,534,25.2,1820,86.1,18,14.1,106,82.8,2011
3,1.3,1,0.4,0,0,158,69,71,31,229,100,0,0.0,1,0.1,21,9.2,14,6.1,1,0.4,'212903,4.5,1.3,1.2,0,1.2,0.4,0,0,2.1,11.1,9.5,0,0,3,0,0,0,9.5,3732,46,1.2,124,3.3,265,7.1,66,1.7,1536,41.2,289,7.7,301,8.1,268,7.2,270,7.2,297,8.0,305,8.2,276,7.4,262,7.0,325,8.7,266,7.1,262,7.0,250,6.7,7,0.2,206,5.5,254,6.8,100,2.7,367,9.8,16,0.4,128,3.4,2,0.1,1231,33.0,364,9.8,114,3.1,953,25.5,2922,78.3,29,12.7,189,82.5,2011
0,0,0,0,0,0,56,88.9,7,11.1,63,100,2,0.2,1,0.2,10,15.9,3,4.8,0,0,'212904,2.5,8.6,0,0,0,2.6,1.3,0,7.5,0,0,0,0,0,0,0,0,0,1073,6,0.6,36,3.4,129,12.0,15,1.3,551,51.4,72,6.7,96,8.9,70,6.5,81,7.5,94,8.8,74,6.9,86,8.0,90,8.4,82,7.6,91,8.5,73,6.8,59,5.5,6,0.6,63,5.9,77,7.2,22,2.1,101,9.4,5,0.5,33,3.1,2,0.2,575,53.6,77,7.2,28,2.6,270,25.2,802,74.7,6,9.5,50,79.4,2011
7,0.7,15,1.6,0,0,754,80,188,20,942,100,5,0.0,6,0.1,316,33.5,281,29.8,5,0.5,'212905,1.3,1.8,1.5,0.8,3.7,0.3,0.3,1.3,1.5,1.1,5.1,2.7,1.7,3.8,0,0,2.8,15.3,18480,255,1.4,3475,18.8,5559,30.1,346,1.8,12413,67.2,1555,8.4,1593,8.6,1543,8.3,1528,8.3,1487,8.0,1333,7.2,1317,7.1,1312,7.1,1409,7.6,1160,6.3,1038,5.6,1022,5.5,47,0.3,1674,9.1,1562,8.5,574,3.1,7571,41.0,68,0.4,4094,22.2,11,0.1,11366,61.5,1436,7.8,247,1.3,5220,28.2,4769,25.8,101,10.7,318,33.8,2011
6,1.9,6,1.9,0,0,256,82.6,54,17.4,310,100,1,0.0,6,0.3,29,9.4,22,7.1,4,1.3,'212906,6,3,1.1,1.4,0.9,0.6,0.3,0,2.8,13.6,7.1,0,0,3.2,7.7,3.4,0,2.9,4593,115,2.5,143,3.1,519,11.3,100,2,1707,37.2,348,7.6,336,7.3,330,7.2,323,7.0,331,7.2,368,8.0,382,8.3,379,8.3,387,8.4,331,7.2,318,6.9,295,6.4,20,0.4,225,4.9,308,6.7,137,3.0,474,10.3,37,0.8,157,3.4,1,0.0,1995,43.4,368,8.0,117,2.5,988,21.5,3330,72.5,18,5.8,243,78.4,2011
6,3.5,2,1.2,0,0,140,81.4,32,18.6,172,100,4,0.1,0,0,43,25,52,30.2,1,0.6,'212909,0.5,0.4,0,0,1.9,0.4,1,0.9,0.8,20,0,0,0,0,0,0,5.6,15,3337,31,0.9,518,15.5,680,20.4,63,1.8,2354,70.5,255,7.6,240,7.2,262,7.9,241,7.2,272,8.2,221,6.6,254,7.6,219,6.6,258,7.7,268,8.0,228,6.8,184,5.5,9,0.3,171,5.1,229,6.9,197,5.9,1151,34.5,14,0.4,524,15.7,12,0.4,1773,53.1,238,7.1,79,2.4,845,25.3,1370,41.1,18,10.5,68,39.5,2011
0,0,0,0,0,0,40,76.9,12,23.1,52,100,6,0.5,8,1.7,16,30.8,9,17.3,0,0,'212910,8.5,9.9,12.7,8.9,1.9,3.2,2.9,0,0,0,0,11.1,0,0,0,0,0,11.1,1039,2,0.2,47,4.5,195,18.8,18,1.6,676,65.1,82,7.9,96,9.2,92,8.9,82,7.9,62,6.0,69,6.6,71,6.8,72,6.9,78,7.5,73,7.0,62,6.0,61,5.9,3,0.3,95,9.1,75,7.2,61,5.9,203,19.5,3,0.3,48,4.6,2,0.2,280,26.9,116,11.2,19,1.8,272,26.2,615,59.2,11,21.2,27,51.9,2011
0,0,0,0,0,0,35,48.6,37,51.4,72,100,0,0.0,0,0,0,0,4,5.6,0,0,'213801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,130,0,0.0,0,0.0,4,3.1,0,0,86,66.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,13.8,22,16.9,31,23.8,59,45.4,0,0.0,0,0.0,0,0.0,0,0.0,9,6.9,0,0.0,0,0.0,0,0.0,99,76.2,23,17.7,1,0.8,53,40.8,116,89.2,5,6.9,68,94.4,2011
1,1,1,1,0,0,85,82.5,18,17.5,103,100,0,0.0,2,0.2,0,0,33,32,1,1,'213901,2.8,2,2.6,0,0,0.8,1.8,0.8,0,0,14.3,0,4.8,0,6.7,0,0,10,1640,11,0.7,165,10.1,13,0.8,10,0.6,746,45.5,106,6.5,128,7.8,117,7.1,122,7.4,124,7.6,117,7.1,133,8.1,124,7.6,134,8.2,139,8.5,120,7.3,122,7.4,6,0.4,157,9.6,93,5.7,55,3.4,467,28.5,26,1.6,166,10.1,3,0.2,638,38.9,133,8.1,29,1.8,445,27.1,1091,66.5,10,9.7,67,65,2011
0,0,3,0.5,0,0,504,90.6,52,9.4,556,100,7,0.1,17,0.4,0,0,552,99.3,0,0,'214901,5.7,4.1,2.5,1,0.3,0.3,0.4,0,4.6,14.7,6.4,1.2,0,0.8,0,0,0,3.8,10755,22,0.2,6227,57.9,2,0.0,227,2,10327,96.0,816,7.6,811,7.5,790,7.3,801,7.4,789,7.3,772,7.2,798,7.4,789,7.3,874,8.1,782,7.3,610,5.7,622,5.8,0,0.0,1121,10.4,808,7.5,693,6.4,10709,99.6,2,0.0,6272,58.3,0,0.0,7976,74.2,1170,10.9,3,0.0,2912,27.1,17,0.2,56,10.1,1,0.2,2011
0,0,0,0,0,0,17,85,3,15,20,100,0,0.0,0,0,0,0,19,95,0,0,'214902,0,0,0,0,0,7.1,6.7,0,0,0,0,0,0,.,.,0,0,0,272,0,0.0,52,19.1,1,0.4,0,0,214,78.7,18,6.6,16,5.9,17,6.3,18,6.6,19,7.0,17,6.3,14,5.1,16,5.9,26,9.6,21,7.7,33,12.1,17,6.3,0,0.0,11,4.0,25,9.2,15,5.5,267,98.2,0,0.0,53,19.5,0,0.0,108,39.7,29,10.7,0,0.0,88,32.4,4,1.5,6,30,1,5,2011
0,0,0,0,0,0,321,91.5,30,8.5,351,100,7,0.1,6,0.2,0,0,350,99.7,0,0,'214903,10.4,7.1,1.3,0.5,0.5,0.2,1.1,0.2,6.4,12.5,4.2,0,0,0,0,0,0,20,6625,0,0.0,4315,65.1,0,0.0,108,1.6,6120,92.4,507,7.7,491,7.4,461,7.0,486,7.3,458,6.9,441,6.7,470,7.1,469,7.1,545,8.2,409,6.2,442,6.7,405,6.1,20,0.3,474,7.2,527,8.0,494,7.5,6614,99.8,0,0.0,4338,65.5,0,0.0,5403,81.6,332,5.0,0,0.0,1690,25.5,11,0.2,30,8.5,1,0.3,2011
1,1,0,0,0,0,88,91.7,8,8.3,96,100,2,0.1,3,0.4,0,0,29,30.2,3,3.1,'215901,6.3,7.7,0,0,6.5,0,4,1.3,4.8,0,5,0,0,0,0,5.3,0,16.7,1559,7,0.4,130,8.3,24,1.5,33,1.9,1000,64.1,138,8.9,125,8.0,125,8.0,114,7.3,120,7.7,110,7.1,113,7.2,110,7.1,96,6.2,99,6.4,102,6.5,94,6.0,0,0.0,99,6.4,120,7.7,93,6.0,524,33.6,26,1.7,133,8.5,2,0.1,694,44.5,138,8.9,22,1.4,455,29.2,954,61.2,6,6.3,63,65.6,2011
0,0,0,0,0,0,16,76.2,5,23.8,21,100,0,0.0,0,0,0,0,12,57.1,0,0,'216901,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,215,0,0.0,15,7.0,2,0.9,11,5,110,51.2,17,7.9,21,9.8,16,7.4,9,4.2,21,9.8,12,5.6,14,6.5,20,9.3,18,8.4,15,7.0,13,6.0,17,7.9,1,0.5,13,6.0,21,9.8,0,0.0,105,48.8,2,0.9,15,7.0,0,0.0,98,45.6,24,11.2,4,1.9,62,28.8,102,47.4,3,14.3,9,42.9,2011
2,12.5,0,0,0,0,15,93.8,1,6.3,16,100,0,0.0,0,0,0,0,3,18.8,0,0,'217901,0,0,6.7,0,0,0,0,0,5.6,.,0,33.3,0,.,0,0,0,0,240,0,0.0,6,2.5,7,2.9,3,1.2,121,50.4,16,6.7,21,8.8,21,8.8,19,7.9,11,4.6,15,6.3,19,7.9,12,5.0,11,4.6,17,7.1,15,6.3,12,5.0,0,0.0,13,5.4,18,7.5,33,13.8,68,28.3,0,0.0,6,2.5,0,0.0,58,24.2,18,7.5,2,0.8,84,35.0,163,67.9,1,6.3,11,68.8,2011
1,1.6,0,0,0,0,59,92.2,5,7.8,64,100,0,0.0,0,0,0,0,45,70.3,1,1.6,'218901,3.3,1.6,0,0,0,0,0,0,1.9,14.3,0,20,0,0,0,0,0,0,915,1,0.1,94,10.3,0,0.0,14,1.4,481,52.6,59,6.4,63,6.9,67,7.3,67,7.3,62,6.8,79,8.6,57,6.2,72,7.9,70,7.7,60,6.6,64,7.0,58,6.3,1,0.1,29,3.2,62,6.8,74,8.1,646,70.6,7,0.8,94,10.3,0,0.0,387,42.3,75,8.2,8,0.9,214,23.4,253,27.7,6,9.4,17,26.6,2011
1,6.3,0,0,0,0,14,87.5,2,12.5,16,100,0,0.0,0,0,1,6.3,1,6.3,1,6.3,'219901,5.9,0,0,0,4.8,0,0,0,0,0,.,0,0,0,0,0,0,50,251,1,0.4,11,4.4,2,0.8,0,0,111,44.2,26,10.4,22,8.8,12,4.8,19,7.6,26,10.4,22,8.8,19,7.6,19,7.6,18,7.2,13,5.2,15,6.0,20,8.0,0,0.0,10,4.0,20,8.0,0,0.0,50,19.9,1,0.4,11,4.4,0,0.0,54,21.5,19,7.6,3,1.2,104,41.4,194,77.3,2,12.5,12,75,2011
1,1.8,0,0,0,0,41,74.5,14,25.5,55,100,0,0.0,0,0,5,9.1,33,60,1,1.8,'219903,2.5,1.3,3.4,0,4.4,1.5,0,0,3.9,36.4,10,0,0,0,0,0,0,40,1059,2,0.2,44,4.2,88,8.3,31,2.8,822,77.6,84,7.9,82,7.7,87,8.2,92,8.7,85,8.0,71,6.7,79,7.5,55,5.2,66,6.2,75,7.1,57,5.4,61,5.8,3,0.3,50,4.7,109,10.3,53,5.0,599,56.6,4,0.4,45,4.2,0,0.0,469,44.3,118,11.1,11,1.0,226,21.3,355,33.5,5,9.1,15,27.3,2011
0,0,0,0,0,0,13,86.7,2,13.3,15,100,0,0.0,0,0,0,0,8,53.3,0,0,'219905,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,50,231,0,0.0,6,2.6,6,2.6,0,0,166,71.9,22,9.5,15,6.5,14,6.1,17,7.4,9,3.9,11,4.8,18,7.8,18,7.8,23,10.0,14,6.1,19,8.2,17,7.4,0,0.0,5,2.2,21,9.1,13,5.6,153,66.2,0,0.0,6,2.6,2,0.9,116,50.2,26,11.3,1,0.4,36,15.6,69,29.9,5,33.3,7,46.7,2011
2,11.1,0,0,0,0,13,72.2,5,27.8,18,100,1,0.3,1,0.7,1,5.6,1,5.6,0,0,'220801,2.7,0,0,0,4.3,0,6.3,0,7.3,0,0,0,0,.,0,.,0,0,326,15,4.6,0,0.0,53,16.3,0,0,39,12.0,45,13.8,40,12.3,26,8.0,18,5.5,30,9.2,21,6.4,17,5.2,17,5.2,27,8.3,13,4.0,12,3.7,21,6.4,0,0.0,0,0.0,39,12.0,0,0.0,37,11.3,1,0.3,0,0.0,0,0.0,82,25.2,24,7.4,25,7.7,11,3.4,195,59.8,5,27.8,14,77.8,2011
0,.,0,.,0,.,0,.,0,.,0,.,3,0.6,0,.,0,.,0,.,0,.,'220802,6.7,0,0,2.6,0,0,.,.,2,0,0,0,0,0,0,.,.,0,495,36,7.3,8,1.6,95,19.2,0,0,26,5.3,66,13.3,64,12.9,88,17.8,83,16.8,76,15.4,58,11.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60,12.1,0,0.0,83,16.8,0,0.0,9,1.8,0,0.0,25,5.1,19,3.8,25,5.1,0,0.0,256,51.7,0,.,0,.,2011
1,0.8,0,0,0,0,102,79.7,26,20.3,128,100,12,0.9,2,0.2,36,28.1,72,56.3,0,0,'220804,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,560,4,0.7,52,9.3,201,35.9,0,0,465,83.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,124,22.1,142,25.4,150,26.8,144,25.7,0,0.0,0,0.0,0,0.0,0,0.0,295,52.7,2,0.4,54,9.6,0,0.0,546,97.5,70,12.5,4,0.7,85,15.2,54,9.6,9,7,19,14.8,2011
0,0,0,0,0,0,2,100,0,0,2,100,5,1.0,6,1.4,0,0,0,0,0,0,'220808,4,0,3.6,4.3,3.8,0,0,0,0,0,0,0,0,0,0,0,25,.,376,1,0.3,1,0.3,293,77.9,0,0,276,73.4,43,11.4,25,6.6,21,5.6,31,8.2,23,6.1,29,7.7,23,6.1,21,5.6,13,3.5,3,0.8,10,2.7,1,0.3,0,0.0,0,0.0,37,9.8,96,25.5,33,8.8,2,0.5,1,0.3,0,0.0,120,31.9,24,6.4,2,0.5,0,0.0,45,12.0,0,0,2,100,2011
0,0,1,3.4,0,0,29,100,0,0,29,100,2,0.4,3,1,2,6.9,2,6.9,0,0,'220809,.,.,0,0,0,2.6,0,0,.,.,.,0,20,0,.,0,0,.,482,10,2.1,3,0.6,68,14.1,0,0,58,12.0,0,0.0,0,0.0,32,6.6,33,6.8,40,8.3,40,8.3,60,12.4,60,12.4,57,11.8,51,10.6,57,11.8,52,10.8,0,0.0,73,15.1,0,0.0,0,0.0,61,12.7,4,0.8,3,0.6,4,0.8,23,4.8,21,4.4,2,0.4,0,0.0,333,69.1,0,0,24,82.8,2011
0,0,2,8.3,0,0,23,95.8,1,4.2,24,100,2,0.3,0,0,0,0,4,16.7,0,0,'220810,0,0,0,0,0,0,0,0,2.9,0,16.7,0,0,0,0,0,0,0,520,64,12.3,2,0.4,22,4.2,0,0,0,0.0,41,7.9,40,7.7,40,7.7,40,7.7,59,11.3,40,7.7,40,7.7,40,7.7,39,7.5,40,7.7,33,6.3,32,6.2,0,0.0,0,0.0,36,6.9,0,0.0,49,9.4,3,0.6,2,0.4,0,0.0,60,11.5,31,6.0,18,3.5,63,12.1,364,70.0,2,8.3,18,75,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,.,0,.,0,.,0,.,'220811,3.9,0,0,0,0,.,.,.,0,0,0,0,0,0,.,.,.,0,355,4,1.1,86,24.2,176,49.6,0,0,319,89.9,64,18.0,51,14.4,36,10.1,33,9.3,19,5.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,2.3,51,14.4,101,28.5,154,43.4,1,0.3,86,24.2,1,0.3,162,45.6,13,3.7,1,0.3,0,0.0,18,5.1,0,.,0,.,2011
0,0,0,0,0,0,31,86.1,5,13.9,36,100,3,0.8,3,0.9,10,27.8,10,27.8,0,0,'220812,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,167,1,0.6,0,0.0,67,40.1,0,0,135,80.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,24.0,48,28.7,36,21.6,43,25.7,0,0.0,0,0.0,0,0.0,0,0.0,54,32.3,0,0.0,0,0.0,0,0.0,153,91.6,19,11.4,3,1.8,88,52.7,42,25.1,2,5.6,16,44.4,2011
0,.,0,.,0,.,0,.,0,.,0,.,2,0.1,6,1.1,0,.,0,.,0,.,'220813,1.2,0.5,0.7,0.6,2,1.3,0.5,0.7,1.6,0,50,0,0,0,0,0,0,33.3,2182,346,15.9,103,4.7,415,19.0,0,0,955,43.8,218,10.0,211,9.7,212,9.7,201,9.2,227,10.4,274,12.6,240,11.0,191,8.8,117,5.4,61,2.8,30,1.4,20,0.9,0,0.0,102,4.7,180,8.2,0,0.0,749,34.3,8,0.4,128,5.9,2,0.1,853,39.1,53,2.4,34,1.6,0,0.0,628,28.8,0,.,0,.,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,.,0,.,0,.,0,.,'220814,0,0,0,0,0,0,.,.,0,0,0,0,0,0,.,.,.,0,152,5,3.3,3,2.0,16,10.5,0,0,3,2.0,30,19.7,30,19.7,15,9.9,16,10.5,16,10.5,15,9.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,5.9,30,19.7,0,0.0,27,17.8,0,0.0,3,2.0,1,0.7,12,7.9,12,7.9,4,2.6,0,0.0,99,65.1,0,.,0,.,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,.,0,.,0,.,0,.,'220815,1.7,8.3,.,.,.,.,.,.,1.1,25,0,.,.,.,.,.,.,0,344,8,2.3,11,3.2,195,56.7,0,0,213,61.9,100,29.1,61,17.7,59,17.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,5.8,92,26.7,32,9.3,55,16.0,0,0.0,11,3.2,0,0.0,165,48.0,15,4.4,10,2.9,0,0.0,76,22.1,0,.,0,.,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,1,0.5,0,.,0,.,0,.,'220816,0,2.3,0,0,4.5,4.7,2.2,0,3.7,0,33.3,.,0,0,25,0,0,0,645,41,6.4,137,21.2,125,19.4,0,0,453,70.2,64,9.9,69,10.7,47,7.3,50,7.8,74,11.5,52,8.1,53,8.2,48,7.4,41,6.4,34,5.3,34,5.3,22,3.4,0,0.0,0,0.0,57,8.8,0,0.0,410,63.6,2,0.3,175,27.1,0,0.0,258,40.0,29,4.5,17,2.6,0,0.0,50,7.8,0,.,0,.,2011
47,1.4,311,9.2,0,0,2653,78.5,725,21.5,3378,100,399,0.6,65,0.2,727,21.5,974,28.8,9,0.3,'220901,5,2.4,1.4,0.9,1.9,0.5,1,1.2,2.3,7.9,4.7,0.9,0.9,2,0.2,1,2.7,14.8,64380,4371,6.8,14675,22.8,14968,23.2,1477,2.1,40599,63.1,5103,7.9,4882,7.6,4733,7.4,4685,7.3,4733,7.4,4640,7.2,4540,7.1,4482,7.0,5352,8.3,4452,6.9,3894,6.0,3856,6.0,192,0.3,11904,18.5,4854,7.5,3982,6.2,26888,41.8,279,0.4,14995,23.3,20,0.0,33667,52.3,5160,8.0,998,1.6,13443,20.9,16856,26.2,247,7.3,1310,38.8,2011
14,1.1,68,5.1,6,0.5,1057,79.5,272,20.5,1329,100,31,0.1,19,0.2,88,6.6,307,23.1,10,0.8,'220902,3.7,1.8,0.7,0.6,0.9,0.8,0.5,0.7,2.2,2.6,1.3,0.8,1.1,0.9,0,0.5,1.4,11,23441,1214,5.2,3722,15.9,1559,6.7,391,1.6,12852,54.8,1765,7.5,1782,7.6,1691,7.2,1752,7.5,1781,7.6,1685,7.2,1687,7.2,1710,7.3,1938,8.3,1733,7.4,1363,5.8,1654,7.1,105,0.4,2430,10.4,1832,7.8,963,4.1,8647,36.9,168,0.7,3764,16.1,53,0.2,10548,45.0,2587,11.0,483,2.1,5495,23.4,11317,48.3,104,7.8,836,62.9,2011
0,0,3,1.3,0,0,207,92.8,16,7.2,223,100,36,0.7,26,1.2,128,57.4,77,34.5,0,0,'220904,5.8,2.2,2.4,0.6,2.1,1.8,1.2,1.8,2.4,3.2,8.6,2.4,0,0,0,0,0,3,5056,39,0.8,1271,25.1,2231,44.1,249,4.4,4323,85.5,429,8.5,377,7.5,401,7.9,386,7.6,413,8.2,394,7.8,391,7.7,395,7.8,374,7.4,321,6.3,279,5.5,226,4.5,0,0.0,172,3.4,394,7.8,276,5.5,2377,47.0,43,0.9,1187,23.5,4,0.1,3547,70.2,421,8.3,44,0.9,793,15.7,318,6.3,17,7.6,15,6.7,2011
54,1.5,78,2.1,3,0.1,3163,85.8,524,14.2,3687,100,556,0.6,175,0.5,893,24.2,1979,53.7,32,0.9,'220905,7.5,4.7,3.2,2.5,1.4,0.2,0.8,0.5,0.7,12.6,6.2,3,2.1,1.7,0.8,0.4,0.6,6.6,81511,1370,1.7,21926,26.9,19033,23.4,2177,2.5,61642,75.6,7404,9.1,6963,8.5,6908,8.5,6523,8.0,6085,7.5,5837,7.2,5441,6.7,5297,6.5,5752,7.1,4894,6.0,4335,5.3,4226,5.2,244,0.3,6576,8.1,7085,8.7,4517,5.5,48255,59.2,259,0.3,23094,28.3,44,0.1,39352,48.3,5910,7.3,911,1.1,14556,17.9,11639,14.3,286,7.8,648,17.6,2011
33,3.1,71,6.6,2,0.2,943,87.9,130,12.1,1073,100,6,0.0,48,0.7,37,3.4,121,11.3,8,0.7,'220906,0.6,0.5,0.4,0.1,0.1,0.1,0.1,0.1,1.8,5,0,0,0,1.1,2.5,0,0,4.5,13614,1053,7.7,1143,8.4,566,4.2,124,0.9,2724,20.0,892,6.6,991,7.3,958,7.0,938,6.9,994,7.3,1036,7.6,1137,8.4,1135,8.3,1116,8.2,1164,8.6,1128,8.3,1057,7.8,35,0.3,2220,16.3,845,6.2,188,1.4,2701,19.8,112,0.8,1128,8.3,24,0.2,3024,22.2,991,7.3,423,3.1,3259,23.9,8735,64.2,55,5.1,801,74.7,2011
20,1.1,113,6.3,3,0.2,1517,84.9,269,15.1,1786,100,37,0.1,9,0.1,113,6.3,301,16.9,7,0.4,'220907,0.3,0.1,0.2,0,0.2,0,0,0,0.8,1.5,1.5,0.8,0.9,1.2,4.6,0.6,1.6,5.6,32613,2416,7.4,1748,5.4,2496,7.7,212,0.6,6553,20.1,2455,7.5,2410,7.4,2524,7.7,2668,8.2,2573,7.9,2637,8.1,2590,7.9,2572,7.9,2716,8.3,2434,7.5,2111,6.5,1987,6.1,115,0.4,3763,11.5,2482,7.6,339,1.0,5944,18.2,380,1.2,1809,5.5,52,0.2,8738,26.8,2499,7.7,675,2.1,6153,18.9,20650,63.3,68,3.8,1229,68.8,2011
35,1.8,94,5,7,0.4,1511,79.7,385,20.3,1896,100,4,0.0,18,0.1,496,26.2,381,20.1,16,0.8,'220908,2.6,0.8,0.6,0.1,0.5,0.1,0.7,0.8,1.1,6.7,2.8,0.8,0,1.3,0.5,0.4,0,10.3,32208,1953,6.1,3310,10.3,8251,25.6,474,1.4,11941,37.1,2514,7.8,2431,7.5,2372,7.4,2489,7.7,2501,7.8,2477,7.7,2443,7.6,2445,7.6,2697,8.4,2482,7.7,2239,7.0,1952,6.1,98,0.3,2234,6.9,2287,7.1,781,2.4,7642,23.7,200,0.6,3397,10.5,44,0.1,10693,33.2,2536,7.9,1163,3.6,6826,21.2,12955,40.2,106,5.6,867,45.7,2011
0,0,1,0.9,0,0,107,93,8,7,115,100,6,0.2,6,0.5,9,7.8,54,47,0,0,'220910,5.5,1.3,2.3,4.6,4.4,0,1.8,0.6,3.4,4.2,0,0,6.7,0,0,0,0,0,3170,32,1.0,544,17.2,371,11.7,85,2.5,2377,75.0,279,8.8,273,8.6,270,8.5,247,7.8,232,7.3,200,6.3,202,6.4,198,6.2,220,6.9,153,4.8,188,5.9,141,4.4,6,0.2,154,4.9,310,9.8,251,7.9,1702,53.7,20,0.6,554,17.5,8,0.3,1698,53.6,301,9.5,53,1.7,569,17.9,984,31.0,5,4.3,51,44.3,2011
